Date,IBEX,SPX,IBEX_RV,SPX_RV,IBEX_EGARCH,SPX_EGARCH,vol_ratio_RV,vol_ratio_EGARCH,DD_IBEX,DD_SPX,rolling_corr,rolling_beta,IBEX_exc_95,SPX_exc_95,IBEX_exc_99,SPX_exc_99,IBEX_sev_95,SPX_sev_95
2012-03-20,-0.0028322654305142,-0.0030050287343903,0.2040937668109351,0.10702595543994076,1.312511192056485,0.9788344128663105,1.9069558031225933,1.3408919576224054,-0.5611002677967435,-0.3073131113569135,0.5161656563687512,0.8441677327522746,0,0,0,0,,
2012-03-21,-0.0089809362441375,-0.0018729499037742,0.20176360669266222,0.10625461033531956,1.3351128691232736,1.0720559291638283,1.8988691978252448,1.2453761345871404,-0.56504199830923,-0.3086104791983433,0.5135498059850742,0.8301423147339099,0,0,0,0,,
2012-03-22,-0.0163025278776043,-0.0072326342268978,0.20296973319261108,0.11024906106383868,1.2851390539866712,1.0448046956492345,1.841010991241761,1.230028022785727,-0.5721329132573808,-0.3136110467106117,0.5220293015661926,0.8451436377451483,0,0,0,0,,
2012-03-23,-0.0086322335422965,0.0031040360075561,0.2046935396493839,0.11047087477080693,1.2474732615924382,1.0385931458023263,1.8529186093082,1.201118326877412,-0.5758263618752051,-0.31148047068441276,0.51729116920895,0.8464525300056721,0,0,0,0,,
2012-03-26,-0.0069184742906311,0.0137902999640882,0.20533721660222737,0.1192670806493966,1.3328664407429935,1.0194061963617775,1.7216587803121197,1.3074929753222453,-0.5787609962853351,-0.30198557984401797,0.454309630128882,0.8701084678671271,0,0,0,0,,
2012-03-27,-0.0103147862866859,-0.0028207497542463,0.20748588077437644,0.12018186675792517,1.3626048117132366,1.139494119532321,1.7264325007723693,1.195798019802407,-0.5831059865842683,-0.3039545038481334,0.4432809289033688,0.8661950089153451,0,0,0,0,,
2012-03-28,-0.0197883981676538,-0.004953758683289,0.2160601095892586,0.12032454685784541,1.3401804819199523,1.1075155558092398,1.7956444901015725,1.210078246657862,-0.5913556513154499,-0.30740254526865984,0.47868497558000167,0.9040638300245672,0,0,0,0,,
2012-03-29,-0.0087843840064908,-0.0016092239433873,0.2116942570575422,0.11945000770113681,1.4359846865737993,1.354910439713864,1.7722414684744092,1.0598373475349832,-0.5949453401963773,-0.3085170896759426,0.44874220867477294,0.8949533991653833,0,0,0,0,,
2012-03-30,0.0121867969614978,0.0036916136216213,0.2184750169173639,0.11867327965232387,1.3855142135410097,1.29295024487113,1.8409790102492183,1.0715912843800928,-0.5900090212990421,-0.3059644019450719,0.451658828897616,0.8844903786342871,0,0,0,0,,
2012-04-02,0.0043362194573182,0.0074766261209824,0.21703660238337372,0.11882253765171691,1.4185824313913975,1.5884846188446868,1.8265609090047714,0.8930413392501968,-0.588231210439874,-0.3007753572637627,0.48669941369624264,0.8968988932288107,0,0,0,0,,
