Index,alpha,violations,violation_ratio,kupiec_lr,kupiec_p,christoffersen_lr,christoffersen_p
IBEX,0.05,337,1.05,,,21.01867700284538,4.548279074589878e-06
IBEX,0.01,80,1.25,3.638081872652492,0.05647196017189848,2.7072518462232438,0.0998929429999933
SPX,0.05,241,0.75,,,12.672729635402675,0.00037102746747774695
SPX,0.01,44,0.69,7.2228843611220555,0.007197995483953168,8.729048865254072,0.0031317982662446564
