IBEX,Vol_IBEX,RSI_IBEX,MACD_IBEX,Momentum_IBEX,IBEX_lag1,IBEX_lag2,IBEX_lag3,Vol_IBEX_lag1,Vol_IBEX_lag2,Vol_IBEX_lag3,MACD_IBEX_lag1,MACD_IBEX_lag2,MACD_IBEX_lag3,Momentum_IBEX_lag1,Momentum_IBEX_lag2,Momentum_IBEX_lag3,direction
0.0193041975446061,1.2557095003265282,47.86240156640438,-0.0015549033691374,0.0135665177615058,-0.0238179471850947,0.0033448379878753,0.0074588267988477,1.2422780526782715,1.295123699983259,1.3223929501303544,-0.0034421078381523,-0.0020534491567832,-0.0021264204534455,0.0087681459095315,-0.0303553271893365,0.000689239047306,1
0.0032435212311661,1.2794532875950484,50.02557041396155,-0.0013466406478052,-0.0042153055676816,0.0193041975446061,-0.0238179471850947,0.0033448379878753,1.2557095003265282,1.2422780526782715,1.295123699983259,-0.0015549033691374,-0.0034421078381523,-0.0020534491567832,0.0135665177615058,0.0087681459095315,-0.0303553271893365,1
0.0270429946582834,1.239686257835001,56.2223823261027,0.0003452273388945,0.0236981566704081,0.0032435212311661,0.0193041975446061,-0.0238179471850947,1.2794532875950484,1.2557095003265282,1.2422780526782715,-0.0013466406478052,-0.0015549033691374,-0.0034421078381523,-0.0042153055676816,0.0135665177615058,0.0087681459095315,0
-0.0178000965800634,1.2967683948130069,41.764682884274784,-0.001503095110166,-0.0090539798168008,0.0270429946582834,0.0032435212311661,0.0193041975446061,1.239686257835001,1.2794532875950484,1.2557095003265282,0.0003452273388945,-0.0013466406478052,-0.0015549033691374,0.0236981566704081,-0.0042153055676816,0.0135665177615058,1
0.0094840350370561,1.3149190381460971,50.11791386698452,-0.0008670315043947,0.0245558654588882,-0.0178000965800634,0.0270429946582834,0.0032435212311661,1.2967683948130069,1.239686257835001,1.2794532875950484,-0.001503095110166,0.0003452273388945,-0.0013466406478052,-0.0090539798168008,0.0236981566704081,-0.0042153055676816,0
-0.0037493054307947,1.295585604290076,48.23447433239699,-0.0012909006273499,-0.0230535029754008,0.0094840350370561,-0.0178000965800634,0.0270429946582834,1.3149190381460971,1.2967683948130069,1.239686257835001,-0.0008670315043947,-0.001503095110166,0.0003452273388945,0.0245558654588882,-0.0090539798168008,0.0236981566704081,1
0.0135377191574219,1.2612738457069586,46.50265212923679,-0.0004062145101331,0.0102941979262558,-0.0037493054307947,0.0094840350370561,-0.0178000965800634,1.295585604290076,1.3149190381460971,1.2967683948130069,-0.0012909006273499,-0.0008670315043947,-0.001503095110166,-0.0230535029754008,0.0245558654588882,-0.0090539798168008,1
0.0027814579135149,1.2618564564074328,50.12946278292171,-0.0005364591699831,-0.0242615367447685,0.0135377191574219,-0.0037493054307947,0.0094840350370561,1.2612738457069586,1.295585604290076,1.3149190381460971,-0.0004062145101331,-0.0012909006273499,-0.0008670315043947,0.0102941979262558,-0.0230535029754008,0.0245558654588882,1
0.0056177628636732,1.221444060874292,56.02886631016187,-0.0004273466193785,0.0234178594437366,0.0027814579135149,0.0135377191574219,-0.0037493054307947,1.2618564564074328,1.2612738457069586,1.295585604290076,-0.0005364591699831,-0.0004062145101331,-0.0012909006273499,-0.0242615367447685,0.0102941979262558,-0.0230535029754008,0
-0.0117408159558539,1.1944985154213834,46.234490253168126,-0.0014617457604448,-0.02122485099291,0.0056177628636732,0.0027814579135149,0.0135377191574219,1.221444060874292,1.2618564564074328,1.2612738457069586,-0.0004273466193785,-0.0005364591699831,-0.0004062145101331,0.0234178594437366,-0.0242615367447685,0.0102941979262558,1
8.680392948183899e-05,1.1993336374420442,48.4780697305705,-0.0012927243327782,0.0038361093602765,-0.0117408159558539,0.0056177628636732,0.0027814579135149,1.1944985154213834,1.221444060874292,1.2618564564074328,-0.0014617457604448,-0.0004273466193785,-0.0005364591699831,-0.02122485099291,0.0234178594437366,-0.0242615367447685,0
-0.0083308818734507,1.156352473874919,47.63166989430508,-0.0016673443213475,-0.0218686010308726,8.680392948183899e-05,-0.0117408159558539,0.0056177628636732,1.1993336374420442,1.1944985154213834,1.221444060874292,-0.0012927243327782,-0.0014617457604448,-0.0004273466193785,0.0038361093602765,-0.02122485099291,0.0234178594437366,0
-0.0039478654569801,1.1505286862083386,51.00470548966214,-0.0015423588928527,-0.006729323370495,-0.0083308818734507,8.680392948183899e-05,-0.0117408159558539,1.156352473874919,1.1993336374420442,1.1944985154213834,-0.0016673443213475,-0.0012927243327782,-0.0014617457604448,-0.0218686010308726,0.0038361093602765,-0.02122485099291,0
-0.0123828766946415,1.1268494214668203,50.55810986473504,-0.0019252836423308,-0.0180006395583147,-0.0039478654569801,-0.0083308818734507,8.680392948183899e-05,1.1505286862083386,1.156352473874919,1.1993336374420442,-0.0015423588928527,-0.0016673443213475,-0.0012927243327782,-0.006729323370495,-0.0218686010308726,0.0038361093602765,1
0.0157415150072662,1.141220813556661,49.24084081757893,-0.0002689593063486,0.02748233096312,-0.0123828766946415,-0.0039478654569801,-0.0083308818734507,1.1268494214668203,1.1505286862083386,1.156352473874919,-0.0019252836423308,-0.0015423588928527,-0.0016673443213475,-0.0180006395583147,-0.006729323370495,-0.0218686010308726,0
-0.0222515121308563,1.1632173701139628,45.03173730464398,-0.0016401466044188,-0.0223383160603381,0.0157415150072662,-0.0123828766946415,-0.0039478654569801,1.141220813556661,1.1268494214668203,1.1505286862083386,-0.0002689593063486,-0.0019252836423308,-0.0015423588928527,0.02748233096312,-0.0180006395583147,-0.006729323370495,0
-0.0015158377112378,1.216369969518423,44.367431039866496,-0.0010853728797828,0.0068150441622129,-0.0222515121308563,0.0157415150072662,-0.0123828766946415,1.1632173701139628,1.141220813556661,1.1268494214668203,-0.0016401466044188,-0.0002689593063486,-0.0019252836423308,-0.0223383160603381,0.02748233096312,-0.0180006395583147,1
0.0088426423162686,1.1786679960381723,56.08196872562572,-1.2300772290386726e-05,0.0127905077732486,-0.0015158377112378,-0.0222515121308563,0.0157415150072662,1.216369969518423,1.1632173701139628,1.141220813556661,-0.0010853728797828,-0.0016401466044188,-0.0002689593063486,0.0068150441622129,-0.0223383160603381,0.02748233096312,0
-0.0005983634145971,1.16787160908864,47.49427714469646,6.584961748362173e-05,0.0117845132800443,0.0088426423162686,-0.0015158377112378,-0.0222515121308563,1.1786679960381723,1.216369969518423,1.1632173701139628,-1.2300772290386726e-05,-0.0010853728797828,-0.0016401466044188,0.0127905077732486,0.0068150441622129,-0.0223383160603381,0
-0.004385828363976,1.129375714356631,49.83401538596256,-0.0001230487427667,-0.0201273433712422,-0.0005983634145971,0.0088426423162686,-0.0015158377112378,1.16787160908864,1.1786679960381723,1.216369969518423,6.584961748362173e-05,-1.2300772290386726e-05,-0.0010853728797828,0.0117845132800443,0.0127905077732486,0.0068150441622129,0
-0.01111914811881,1.1090234162803931,43.19577213531068,-0.0006571428404096,0.0111323640120462,-0.004385828363976,-0.0005983634145971,0.0088426423162686,1.129375714356631,1.16787160908864,1.1786679960381723,-0.0001230487427667,6.584961748362173e-05,-1.2300772290386726e-05,-0.0201273433712422,0.0117845132800443,0.0127905077732486,0
