,IBEX,SPX,IBEX_RV,SPX_RV,IBEX_EGARCH,SPX_EGARCH,vol_ratio_RV,vol_ratio_EGARCH,DD_IBEX,DD_SPX,rolling_corr,rolling_beta,IBEX_exc_95,SPX_exc_95,IBEX_exc_99,SPX_exc_99,IBEX_sev_95,SPX_sev_95
2000-04-14,-0.0246241510199891,-0.0600450975220229,0.2101317620882434,0.2790868439470553,1.4561680742216547,1.4525602882509503,0.752926075326241,1.0024837426713962,-0.11553853760122723,-0.11424984158652174,0.015224721358403852,,1,1,0,1,-0.16542017118676533,-3.5942747402816773
2000-04-17,-0.0129845000735431,0.0325481108133402,0.21187648526486244,0.30733337369711944,1.5958460102435774,2.178092862694149,0.6894027899282723,0.7326804277158446,-0.1270228275247901,-0.0854203472775461,-0.019047595506729083,,0,0,0,0,,
2000-04-18,0.0039326208469135,0.0282602968007043,0.21416857563052621,0.311034398272562,1.6036778803127187,2.344565907406726,0.6885687783087211,0.6839977819546614,-0.12358973929743455,-0.059574054843724356,-0.008670720423239105,,0,0,0,0,,
2000-04-19,0.0069288226620821,-0.0098569083819347,0.21627935956315641,0.31135777931038466,1.513686934937292,2.436249452586952,0.6946329076542938,0.6213185326034535,-0.11751724802179742,-0.0688437472251241,-0.00856774150245277,,0,0,0,0,,
2000-04-20,0.0142023036285973,0.0049406415190067,0.22436235824490183,0.3036281186928268,1.459421998754947,2.317860614237623,0.7389380114424903,0.6296418299661093,-0.10498396003120292,-0.06424323798198173,0.00016839484741132637,,0,0,0,0,,
2000-04-21,0.0,0.0,0.21847269348711992,0.30361814015193955,1.4796870600558114,2.140417688709668,0.7195640332220917,0.6913076208727408,-0.10498396003120292,-0.06424323798198173,-0.036631650157216776,,0,0,0,0,,
2000-04-24,0.0,-0.0032677404242178,0.2186715261272975,0.30360436958580345,1.3763916898869413,1.945698321758635,0.7202515774908749,0.7074024140817877,-0.10498396003120292,-0.06730104818046323,-0.007890581756282058,,0,0,0,0,,
2000-04-25,-0.0066732406144779,0.0327342935409904,0.2175422383166052,0.3275681002031284,1.2821478876568937,1.8079755907953072,0.6641130140013787,0.7091621668923593,-0.11095661741973184,-0.03676980690622844,-0.032928602588246474,,0,0,0,0,,
2000-04-26,0.0048893498805741,-0.0111965392435971,0.21786512993124096,0.3294743566487913,1.2578526816389388,2.02512343754528,0.6612506422266966,0.6211239563567662,-0.10660977326328791,-0.04755465156382044,-0.03589206210488786,,0,0,0,0,,
2000-04-27,-0.0183265771921188,0.0026863820339736,0.2146658182648881,0.3265889076813655,1.2071892474240842,1.9683994838948145,0.6572967214009776,0.6132846799143913,-0.1229825582162628,-0.04499601949143994,-0.06407628836811338,,0,0,0,0,,
2000-04-28,0.0171413937342253,-0.0085626106763042,0.2225152351887373,0.32629575167076125,1.3059651120773184,1.8046427987228213,0.6819434027239788,0.7236695887970593,-0.10794925693486479,-0.0531733467708555,-0.07421471938170893,,0,0,0,0,,
2000-05-01,0.0,0.0108331626289041,0.21084863067956594,0.3285219219763781,1.370018867001359,1.741997733677103,0.6418099267504186,0.7864642074530425,-0.10794925693486479,-0.04291621965504322,-0.07426571664982394,,0,0,0,0,,
2000-05-02,0.0342264807124358,-0.0150695315329277,0.24253022074064368,0.3315134704536913,1.2763299869954272,1.6943903829286278,0.7315848143628373,0.753267959883829,-0.07741749938283204,-0.05733902386260514,-0.13408904324415077,,0,0,0,0,,
