IBEX_ret,SPX_ret,IBEX_vol,SPX_vol,corr_rolling
-0.004250111752855048,-0.002359619652895298,0.19266245834144494,0.2579182557072527,0.0635491364707975
0.004029009664802503,-0.010641384406600805,0.18023651116452738,0.2603327848265582,-0.04963917392476553
-0.010082525273094242,0.0005238551715322017,0.18178171025794806,0.2576080844978419,-0.049114108818242526
-0.021336692939553478,-0.013749849620433678,0.1899369113482535,0.2619746285095498,-0.01997558150695102
0.008549193610484718,0.007138762685515928,0.19164867836706248,0.24261369326847654,-0.061778725105828644
-0.021049474713925265,0.004919225661762653,0.1990398748243137,0.24240225918323946,-0.07341930486322083
-0.008783697262878745,-0.0074916139480272976,0.19615440019515376,0.24455770686132067,-0.08540605067950184
-0.018259371147375924,-0.004936119081060472,0.1918864140581376,0.24554485198863513,-0.08257098107108793
0.020303190112864803,0.009348563512982749,0.20250827789497794,0.2449131831162231,-0.07370853898654146
0.015616651904769786,0.009948095294857916,0.19059021330873108,0.23922386514009908,-0.08141094189328085
-0.0018590910882503027,-0.007872111321383407,0.18495220179792407,0.24088048874892934,-0.0791874244026134
-0.021766934436300515,-0.002575662535388924,0.19030615863497705,0.23966328040946483,-0.08572092671306562
0.0023246198338672027,-0.022522936175410978,0.1909013826639715,0.2500563195366612,-0.08721707504530045
0.00906464729037369,-0.018338180821660742,0.18800104510051874,0.25695472508720224,-0.10278005089507634
-0.024624151019989198,-0.060045097522022965,0.19733905354950174,0.306733719815097,0.01522472135840384
-0.012984500073543124,0.03254811081334026,0.19697016788260238,0.31980726172480567,-0.019047595506729093
0.003932620846913518,0.028260296800704302,0.19716229955168535,0.31980903806174915,-0.008670720423239096
0.006928822662082138,-0.00985690838193474,0.19935584913663637,0.3210820692506678,-0.008567741502452734
0.014202303628597326,0.004940641519006726,0.20540566060590645,0.3132816620390725,0.00016839484741146065
0.0,0.0,0.2055562467844427,0.31285880273755634,-0.036631650157216714
0.0,-0.0032677404242178448,0.20366951969668004,0.3119225469931792,-0.007890581756282006
-0.006673240614477975,0.0327342935409904,0.19655931912571653,0.3195872109882423,-0.03292860258824654
0.004889349880574106,-0.011196539243597151,0.18923702455069513,0.3155464885268983,-0.035892062104887885
-0.018326577192118883,0.0026863820339736388,0.19486658503081436,0.2854389425714885,-0.06407628836811341
0.017141393734225383,-0.008562610676304283,0.20057589538356835,0.2862724896008498,-0.07421471938170905
0.0,0.010833162628904172,0.20063329110571382,0.28761572738889457,-0.07426571664982407
0.034226480712435836,-0.015069531532927793,0.2269675759795267,0.2808436722281122,-0.134089043244151
-0.016936810327454616,-0.02180150116391077,0.22978208204359596,0.28658585028518724,-0.09358955770566993
-0.006051963451266881,-0.0039155274882096275,0.22932521925830693,0.28052156563069186,-0.09401298936579014
-0.0031608121692196694,0.016227264098328115,0.22607000869443564,0.28575505163054715,-0.04702640650769689
-0.0224721263280551,-0.005922700590194449,0.23380080849690216,0.2859657497659578,-0.03652398879424729
-0.020764258156699522,-0.008482924072715453,0.23882943222045538,0.28548372939807676,-0.010533470488331273
-0.021859948743846946,-0.020815054047135646,0.24413122942788415,0.29038238499311364,0.025457315627700136
0.018657446908994717,0.01774410644515053,0.24647100703150254,0.2944691502447005,0.05019402675095094
0.0059893757445772106,0.009297324968961716,0.245599776921116,0.2951071524521639,0.06802412413074369
-0.008438847774452005,0.021857137432581965,0.23993739648054185,0.302436886797602,0.0568478965493784
0.019019883089757,0.009375105396318107,0.24653698576024213,0.303341225118235,0.07086209468716997
-0.028511353121103918,-0.012519718264096237,0.2544156410583453,0.3050646096922527,0.08779556697902492
-0.0014407236488198423,-0.007341489575181015,0.2459585815460213,0.3040262043281935,0.08980483588252475
-0.03216583393693837,-0.021279500834297728,0.2548284545889083,0.3073021341573695,0.16672874529265636
-0.020948369330174334,-0.004437836972822325,0.25957747873874354,0.3069410401870943,0.18297652700313216
0.005196459364742063,-0.019362083559102846,0.25559676372995616,0.31086396676375,0.1598917155350957
-0.0036384895090604604,0.018169184098520846,0.25500776253989244,0.31096183934785626,0.15866112938770105
0.02087809108346225,-0.012609113327974117,0.2623230548569313,0.3087148803620809,0.13362634655593042
-0.011763341230466295,-0.002536655984128445,0.25579017980651936,0.2539016380270831,0.1281719231868828
0.011602426390413943,0.0,0.257235289010789,0.23505210390593032,0.1357278786740879
0.008449902545194348,0.031733002241273844,0.2584732747677651,0.23893575800977326,0.14320906245762474
0.003749363747054662,-0.0013014022930985239,0.25769631789969605,0.23728853983992015,0.1408532608204699
0.017344173073129375,0.019663269874029277,0.2595639954247721,0.24378659500842903,0.17420237133540092
0.024164258346634365,0.019446456896420408,0.2703005032806144,0.24999395513587402,0.19893274400785294
-0.012399763868686728,-0.006540169012008556,0.27225934485236725,0.25065595254659556,0.19795717212184052
-0.02035260638678672,-0.006692993404042075,0.27736775045373796,0.23249009755863198,0.2304795770412715
-0.00871860188298156,0.00923126844668116,0.27726415698599166,0.2318188094010684,0.26325285651304775
0.01030321415748534,-0.006607485476626416,0.2753693861448701,0.2325289055278704,0.27007233263641633
0.006792010492706206,-0.003234471699907343,0.27090157975436524,0.23134848841973238,0.26537269376209716
-0.007560835653346516,-0.00754405228380546,0.2713569977035116,0.23006984906059572,0.2682492657448179
0.0013613009347386476,0.01608021221744243,0.2489990898396987,0.2306517009715693,0.27953284441186343
0.006889066946812253,0.0007483708834083865,0.2470806086372769,0.22072630755800907,0.2835485244514525
-0.00043206920027351336,0.005553891236846384,0.24688143419027447,0.22049519222375605,0.29553260479415544
-0.014092988559109806,-0.009697050911417971,0.24929520427361018,0.21833857928451608,0.3023330173310351
-0.012026780613220255,0.014601399132715121,0.2438031424871643,0.22098929766717235,0.28826878795965794
-0.0030435536934753545,-0.006786129112329044,0.2373758714373884,0.22038267900142036,0.29428110828588094
-0.02027343995931471,0.002152263211684242,0.23623909397509657,0.21000718699522958,0.2887138681637764
0.01334828547406625,-0.018388167747017906,0.23277564343673451,0.21291529160467892,0.2509142254225136
0.004052561121965731,-0.007395562633629121,0.23228753052573603,0.2127825747383324,0.24305070578612578
-0.004205054614289675,0.009548626596742145,0.2315519009625479,0.2048797653028933,0.2517533144382869
0.003739801358873215,-0.0032761480918897744,0.2238258689235277,0.20315939656664336,0.24770653867888195
0.005210472009164963,0.0029393161919409896,0.21020279547741264,0.20003168346387626,0.24627803658630812
-0.020698033453499312,-0.008580674562089075,0.21782565677544144,0.2004673370249699,0.24319767464058292
0.02051845041971896,0.008429461805284734,0.20691678026715662,0.19118630360535233,0.24285282697254593
0.008975550616224995,0.010218521276461742,0.19844942566985893,0.1922066835761224,0.24942646064353888
0.01599992901987932,0.0,0.2028038557275733,0.18176679472218488,0.24785377536806733
-0.008451291552029588,-0.01598929617329866,0.2043317603955485,0.18271947371884728,0.2633139447898934
-0.0016746388227362394,0.007192881877199922,0.19584428305298962,0.17877463622976522,0.28060534459387626
0.014522215380658461,0.015145545764216402,0.19628823845692203,0.18238587455749555,0.22204394262868224
-0.0062414929859865844,-0.0022203475506827925,0.19506679546124353,0.18274817344044092,0.2697807836247486
0.0042296500148144905,0.0035582718183684646,0.19401709986971513,0.16013607631218113,0.26988953330923265
0.0003585992616302635,0.008097454201544736,0.19380292330207766,0.16110195824327214,0.2793508095795092
-0.0028075841142542997,0.001953935942965212,0.18735615858928037,0.1518083910720289,0.2759913272866064
0.014132401287752042,0.009408493660190483,0.17810144298790734,0.14382438007275855,0.2844627180617959
-0.004865165692992311,0.0003377022618457108,0.17500871619605446,0.1421751148087053,0.2850345499012775
-0.014507639191082592,-0.011151059456171031,0.16989568361251103,0.14482268192308975,0.33118703771496855
0.005470830248488938,-0.007917525979241625,0.16851976570804952,0.1446870229614915,0.33372734259347625
0.012401201983745936,0.00914185956935876,0.1696858753125741,0.14540921390395883,0.34967992427980643
