IBEX,Vol_IBEX,MACD_IBEX,Momentum_IBEX,IBEX_lag1,IBEX_lag2,IBEX_lag3,Vol_IBEX_lag1,Vol_IBEX_lag2,Vol_IBEX_lag3,MACD_IBEX_lag1,MACD_IBEX_lag2,MACD_IBEX_lag3,Momentum_IBEX_lag1,Momentum_IBEX_lag2,Momentum_IBEX_lag3,direction
-0.0238399763313637,1.320187842778437,-0.0029782685889237,-0.0519461838565383,,,,,,,,,,,,,0
0.0057376797831003,1.358239233633573,-0.0025691145009338,-0.0030702326492604,-0.0238399763313637,,,1.320187842778437,,,-0.0029782685889237,,,-0.0519461838565383,,,1
0.0074588267988477,1.3226668022723946,-0.0021264204534455,0.000689239047306,0.0057376797831003,-0.0238399763313637,,1.358239233633573,1.320187842778437,,-0.0025691145009338,-0.0029782685889237,,-0.0030702326492604,-0.0519461838565383,,1
0.0033448379878753,1.2956551631320312,-0.0020534491567832,-0.0303553271893365,0.0074588267988477,0.0057376797831003,-0.0238399763313637,1.3226668022723946,1.358239233633573,1.320187842778437,-0.0021264204534455,-0.0025691145009338,-0.0029782685889237,0.000689239047306,-0.0030702326492604,-0.0519461838565383,1
-0.0087461167632626,1.2556376571502066,-0.0027204292982252,-0.0108352114468279,0.0033448379878753,0.0074588267988477,0.0057376797831003,1.2956551631320312,1.3226668022723946,1.358239233633573,-0.0020534491567832,-0.0021264204534455,-0.0025691145009338,-0.0303553271893365,0.000689239047306,-0.0030702326492604,0
-0.0150718304218321,1.2431910155324983,-0.0034421078381523,0.0087681459095315,-0.0087461167632626,0.0033448379878753,0.0074588267988477,1.2556376571502066,1.2956551631320312,1.3226668022723946,-0.0027204292982252,-0.0020534491567832,-0.0021264204534455,-0.0108352114468279,-0.0303553271893365,0.000689239047306,0
0.0193041975446061,1.2564092284218826,-0.0015549033691374,0.0135665177615058,-0.0150718304218321,-0.0087461167632626,0.0033448379878753,1.2431910155324983,1.2556376571502066,1.2956551631320312,-0.0034421078381523,-0.0027204292982252,-0.0020534491567832,0.0087681459095315,-0.0108352114468279,-0.0303553271893365,1
0.0032435212311661,1.2798990383809072,-0.0013466406478052,-0.0042153055676816,0.0193041975446061,-0.0150718304218321,-0.0087461167632626,1.2564092284218826,1.2431910155324983,1.2556376571502066,-0.0015549033691374,-0.0034421078381523,-0.0027204292982252,0.0135665177615058,0.0087681459095315,-0.0108352114468279,1
0.0270429946582834,1.2404747898993351,0.0003452273388945,0.0236981566704081,0.0032435212311661,0.0193041975446061,-0.0150718304218321,1.2798990383809072,1.2564092284218826,1.2431910155324983,-0.0013466406478052,-0.0015549033691374,-0.0034421078381523,-0.0042153055676816,0.0135665177615058,0.0087681459095315,1
-0.0178000965800634,1.2969710061784852,-0.001503095110166,-0.0090539798168008,0.0270429946582834,0.0032435212311661,0.0193041975446061,1.2404747898993351,1.2798990383809072,1.2564092284218826,0.0003452273388945,-0.0013466406478052,-0.0015549033691374,0.0236981566704081,-0.0042153055676816,0.0135665177615058,0
