SPX,Vol_SPX,MACD_SPX,Momentum_SPX,SPX_lag1,SPX_lag2,SPX_lag3,Vol_SPX_lag1,Vol_SPX_lag2,Vol_SPX_lag3,MACD_SPX_lag1,MACD_SPX_lag2,MACD_SPX_lag3,Momentum_SPX_lag1,Momentum_SPX_lag2,Momentum_SPX_lag3,direction
0.0086749475530797,1.1611688893119951,-0.0010354975798814,-0.0035235461195137,,,,,,,,,,,,,1
-0.0103093728166805,1.1481287359361592,-0.0016172131540329,0.0107257442430705,0.0086749475530797,,,1.1611688893119951,,,-0.0010354975798814,,,-0.0035235461195137,,,0
0.0004250581374747,1.1528755104476411,-0.0012486907245732,-0.0031951847153017,-0.0103093728166805,0.0086749475530797,,1.1481287359361592,1.1611688893119951,,-0.0016172131540329,-0.0010354975798814,,0.0107257442430705,-0.0035235461195137,,1
-0.030847103081692,1.1027690971630597,-0.0029818126370232,-0.0096548040925024,0.0004250581374747,-0.0103093728166805,0.0086749475530797,1.1528755104476411,1.1481287359361592,1.1611688893119951,-0.0012486907245732,-0.0016172131540329,-0.0010354975798814,-0.0031951847153017,0.0107257442430705,-0.0035235461195137,0
0.0,1.2304113534276415,-0.0019702489129553,-0.0020308868535491,-0.030847103081692,0.0004250581374747,-0.0103093728166805,1.1027690971630597,1.1528755104476411,1.1481287359361592,-0.0029818126370232,-0.0012486907245732,-0.0016172131540329,-0.0096548040925024,-0.0031951847153017,0.0107257442430705,0
0.0045066734811152,1.1774408729605568,-0.0009678913325098,-0.0041682740719645,0.0,-0.030847103081692,0.0004250581374747,1.2304113534276415,1.1027690971630597,1.1528755104476411,-0.0019702489129553,-0.0029818126370232,-0.0012486907245732,-0.0020308868535491,-0.0096548040925024,-0.0031951847153017,1
0.0062811391063376,1.1422146897318888,-0.0001960063275147,0.0165905119230181,0.0045066734811152,0.0,-0.030847103081692,1.1774408729605568,1.2304113534276415,1.1027690971630597,-0.0009678913325098,-0.0019702489129553,-0.0029818126370232,-0.0041682740719645,-0.0020308868535491,-0.0096548040925024,1
-0.0053497303162453,1.1187172789740227,-0.0004640909826332,-0.00577478845372,0.0062811391063376,0.0045066734811152,0.0,1.1422146897318888,1.1774408729605568,1.2304113534276415,-0.0001960063275147,-0.0009678913325098,-0.0019702489129553,0.0165905119230181,-0.0041682740719645,-0.0020308868535491,0
-0.0149400893854355,1.1005404513136987,-0.0012386766715656,0.0159070136962565,-0.0053497303162453,0.0062811391063376,0.0045066734811152,1.1187172789740227,1.1422146897318888,1.1774408729605568,-0.0004640909826332,-0.0001960063275147,-0.0009678913325098,-0.00577478845372,0.0165905119230181,-0.0041682740719645,0
0.0109570787459805,1.1363209388546658,-2.256805887941192e-05,0.0109570787459805,-0.0149400893854355,-0.0053497303162453,0.0062811391063376,1.1005404513136987,1.1187172789740227,1.1422146897318888,-0.0012386766715656,-0.0004640909826332,-0.0001960063275147,0.0159070136962565,-0.00577478845372,0.0165905119230181,1
0.0135350730966457,1.1375915146202165,0.0008893949972282,0.0090283996155305,0.0109570787459805,-0.0149400893854355,-0.0053497303162453,1.1363209388546658,1.1005404513136987,1.1187172789740227,-2.256805887941192e-05,-0.0012386766715656,-0.0004640909826332,0.0109570787459805,0.0159070136962565,-0.00577478845372,1
0.009302114728482,1.1523094084794785,0.0011262326984094,0.0030209756221444,0.0135350730966457,0.0109570787459805,-0.0149400893854355,1.1375915146202165,1.1363209388546658,1.1005404513136987,0.0008893949972282,-2.256805887941192e-05,-0.0012386766715656,0.0090283996155305,0.0109570787459805,0.0159070136962565,1
0.0018617281349938,1.1433329122001186,0.0007202419944865,0.0072114584512391,0.009302114728482,0.0135350730966457,0.0109570787459805,1.1523094084794785,1.1375915146202165,1.1363209388546658,0.0011262326984094,0.0008893949972282,-2.256805887941192e-05,0.0030209756221444,0.0090283996155305,0.0109570787459805,1
0.0196428537973814,1.0974274603259695,0.0015405580163906,0.0345829431828169,0.0018617281349938,0.009302114728482,0.0135350730966457,1.1433329122001186,1.1523094084794785,1.1375915146202165,0.0007202419944865,0.0011262326984094,0.0008893949972282,0.0072114584512391,0.0030209756221444,0.0090283996155305,1
-0.0127767019942111,1.15138772973423,-0.0001207044406321,-0.0237337807401916,0.0196428537973814,0.0018617281349938,0.009302114728482,1.0974274603259695,1.1433329122001186,1.1523094084794785,0.0015405580163906,0.0007202419944865,0.0011262326984094,0.0345829431828169,0.0072114584512391,0.0030209756221444,0
-0.0259652971202895,1.1686456300825223,-0.0020227359965002,-0.0395003702169352,-0.0127767019942111,0.0196428537973814,0.0018617281349938,1.15138772973423,1.0974274603259695,1.1433329122001186,-0.0001207044406321,0.0015405580163906,0.0007202419944865,-0.0237337807401916,0.0345829431828169,0.0072114584512391,0
0.0081401286069344,1.2538147821874668,-0.0009531651740401,-0.0011619861215476,-0.0259652971202895,-0.0127767019942111,0.0196428537973814,1.1686456300825223,1.15138772973423,1.0974274603259695,-0.0020227359965002,-0.0001207044406321,0.0015405580163906,-0.0395003702169352,-0.0237337807401916,0.0345829431828169,1
0.0252795704034235,1.2295846279962668,0.0008423227771655,0.0234178422684297,0.0081401286069344,-0.0259652971202895,-0.0127767019942111,1.2538147821874668,1.1686456300825223,1.15138772973423,-0.0009531651740401,-0.0020227359965002,-0.0001207044406321,-0.0011619861215476,-0.0395003702169352,-0.0237337807401916,1
