Model,Hit_Ratio,p_value,Sharpe,timestamp
RF_IBEX,0.4601043997017151,0.9984144646968794,-0.8890994533715778,2025-11-13
RF_SPX,0.4966442953020134,0.6075970619143642,-7.037568070612002,2025-11-13
XGB_IBEX,0.4817300521998509,0.9139457145950219,-0.6639862455081372,2025-11-13
XGB_SPX,0.49739000745712153,0.5864603168424176,-3.1024766997576934,2025-11-13
