RF_IBEX_Equity,XGB_IBEX_Equity,RF_SPX_Equity,XGB_SPX_Equity
1.003095516324094,0.996904483675906,0.9822587540746045,0.9822587540746045
1.0111534761322956,0.9888962570102005,0.982782229387696,0.9817352787615129
1.0100036500297458,0.9877717405486902,0.9952255644506125,0.9941653580317966
0.9977423144026648,0.9997631831869982,0.990044633209522,0.9993407700652287
0.9871912884796635,0.9891907867772263,0.9854610761502919,0.9947141751748956
0.9837702073528483,0.9926187971040544,0.9937862015839624,0.9863108800276824
0.9618140955774396,1.0147723946583374,0.9826105023843598,0.9974025149235143
0.9953557674629475,1.050160899418882,0.9711743271384643,0.9857941818925893
0.988834931339723,1.0570407783043818,0.9610129142279327,0.9754798012020234
0.9880023889596862,1.0561508105074582,0.9379415514949724,0.9520611270104401
0.9863974801757557,1.0544352015859824,0.9351436666369455,0.9549011306406585
0.9886420615081338,1.0520357980825787,0.9203212287830319,0.9700367329769871
1.012689295390404,1.077624989433006,0.9056124783374464,0.9545334198052627
1.0243721813499307,1.0651929731018486,0.9012435477212745,0.9499284807372825
1.0239145386416357,1.0647170935280548,0.8938354676432377,0.9421202181744021
1.0217672971934673,1.0624842854298029,0.8891169552907711,0.9371468130591568
1.0181606933602798,1.0587339599818677,0.8976736504848069,0.9281278875019597
1.005666127478845,1.0457414910129001,0.8816832918996891,0.9115950442732552
1.0200204522788607,1.0606678294951193,0.8692761878466733,0.898767020114895
1.016174996903164,1.0566691343732242,0.8542836390733105,0.8832658381276814
1.0282643259378579,1.044098050765407,0.84746798232818,0.8903127210270291
1.0220845737308601,1.0503729618663582,0.8400483194802563,0.8981074936402558
1.0220992923335028,1.0503880878379752,0.8263702073838695,0.8834840312896414
1.0108922069674733,1.0388708222883776,0.8211418526361826,0.8778943235675756
1.0048232437485403,1.0451077571131149,0.8156852237199919,0.8837280824193011
1.01942755442661,1.060297571313671,0.8144381034012503,0.8823769297739199
1.0145192560990075,1.0654026489363442,0.8145479796176773,0.8824959716484359
1.0129652762788361,1.0670345688894167,0.8011367212164959,0.8679659724219521
1.0031056046965103,1.0774205225470643,0.8049150384717781,0.8720594694790086
0.9861955127489591,1.0592576491495402,0.8031457434475897,0.8701425833402243
0.9840358839104725,1.0569380245549054,0.8073264013586317,0.8746719835200226
0.9701197306762562,1.0419908953401398,0.8045493290661762,0.8776807137267058
0.9837962908466594,1.0566806812773846,0.7894523849155549,0.8612114976842429
0.9624928544988648,1.07956237929046,0.7870601820748618,0.8586018499960949
0.9365475402171152,1.0504612954886194,0.8153357457879772,0.8894475869126324
0.9274481268895212,1.0402551061583107,0.8056523904686549,0.878884040463844
0.9216226620573079,1.0337210808454564,0.7958204395588867,0.8896096894452771
0.9027623235118644,1.0548754321314657,0.7860772489996383,0.8787182417056041
0.9252357486018292,1.028615293237954,0.7722086942961162,0.863215246268978
0.9293787285130308,1.0332211815239172,0.7553687333841688,0.844390657640101
0.9100799321314007,1.0117660689980252,0.7408103110262455,0.8281164920760399
0.9171787700653732,1.0196580827622321,0.7405971379807349,0.8278781961019883
0.841738381625344,0.9357884988270138,0.7319825307745282,0.8375080543720955
0.8697049473146631,0.9668798582030955,0.7309571877833113,0.8363348938422541
0.8604721602017759,0.9566154623041287,0.7253852996958631,0.842710047558505
0.8529649916248923,0.9482694938104049,0.7181106632878468,0.8342588021363265
0.8593115325703184,0.955325154041315,0.7084028507459023,0.8229808355545096
0.837241621393272,0.9307893012152448,0.700199025112835,0.8134501126513816
0.8317828328966184,0.9368580175815272,0.7035623917680296,0.8173574745391177
0.8367163489937639,0.9424147613945517,0.6953791093857299,0.8078506175784599
0.8313211324579053,0.9363379927137104,0.692640236591749,0.8046687559892602
0.8363065038175387,0.9419531424188671,0.6879193826452235,0.7991843450762444
0.8366523950641283,0.9415635563697655,0.6840532012943662,0.7946928425996753
0.8534644619168492,0.9604837549482456,0.6950202560707247,0.8074337228684604
0.851214080675497,0.9630163204166478,0.6961223321453437,0.8061533955973609
0.8575030151914798,0.9701312715369546,0.6961223321453437,0.8061533955973609
0.8665647420823019,0.9598793371703437,0.6944557379945785,0.8042233748643935
0.8544404054087144,0.9464494112978599,0.6912569771992233,0.800519008896228
0.861173658828724,0.9389910985879883,0.6835092717654668,0.7915466792422401
0.852752178853821,0.9298086361980842,0.6822860878177432,0.7929632031021464
0.8548396853846445,0.9275324982431058,0.6818601010794585,0.7924681148766928
0.8421955306818222,0.9138131253592837,0.6758614615813784,0.7854964053906226
0.8469955565157026,0.9086049207924505,0.6745519709166872,0.783974495548921
0.8420685237849722,0.9033195020560606,0.6726745098632532,0.7817924819373108
0.8412808019615663,0.9024744823632697,0.6673059181783042,0.7755530235419904
0.8358490654766393,0.8966476483725991,0.6664478064575323,0.7765503339530807
0.8235828544384775,0.9098060877800034,0.6656042181008772,0.7755673780280525
0.8156844303109597,0.9010807551478864,0.662696334216918,0.7721790883836042
0.8145229616225313,0.9023638212994013,0.671204349189952,0.7622654810394581
0.8158128380544369,0.9009348403118306,0.6700154948501945,0.7609153368899533
0.8144208548471734,0.9024720632017567,0.666168840210028,0.7565468132753225
0.8260909930505772,0.9154039197960377,0.6638257265787407,0.7538858134748313
0.8519397727131777,0.9440473433706122,0.6612275601571409,0.7509351583135953
0.8362918593990489,0.9267076540326544,0.6598553511728725,0.7493767841124412
0.8217262165999482,0.9105672450161995,0.6603472952917595,0.7499354694381256
0.8178778128090636,0.9148317194442823,0.662678552352147,0.7525830041072731
0.8178778128090636,0.9148317194442823,0.662678552352147,0.7525830041072731
0.8134432695208781,0.9197919479744429,0.6684337217713033,0.7591189673963239
0.8153560064716971,0.9219547540506341,0.669924238616848,0.760811700081441
0.8133187735565368,0.9196511755446412,0.669026105962499,0.7597917193250128
0.8052297024526518,0.9105045481807826,0.6647321594569577,0.7549152205321275
0.8052297024526518,0.9105045481807826,0.6647321594569577,0.7549152205321275
0.8026904702887151,0.9076333395963138,0.6548510736395776,0.7436935849112208
0.8034539794375672,0.9084966690915994,0.6502293761508307,0.7384448697267464
0.828749374157307,0.8798941822854133,0.6465272279753943,0.7342404575186996
0.8252335433970035,0.876161378221414,0.6369985415227485,0.7234190306741535
0.8273859174944402,0.8784465822957606,0.633509804090922,0.7194569822757767
0.8323408310423074,0.8731858849843103,0.6293436360708785,0.724188367097288
0.8334968627284547,0.871973123921424,0.6290820166434379,0.7238873205225708
0.8319803122239873,0.8735596821198991,0.6276520777477319,0.7222418838253869
0.8308565749374522,0.8747395797357306,0.6252917839067378,0.7195258837824678
0.8166742362883621,0.8598081784279792,0.6207796778949097,0.7143337844307115
0.8143161574551522,0.8573255539296402,0.6207796778949097,0.7143337844307115
0.8198097871569351,0.8631093383775433,0.625810139715873,0.7201223579906391
0.8203195334744673,0.8636460077534865,0.6171492919938925,0.7101562841162494
0.8120792365242013,0.854970486479895,0.6169538573765944,0.7103811715517672
0.803465070388676,0.8459013495283936,0.6188140674425731,0.708239263870662
0.7894363248830509,0.8311316536290335,0.621047563893495,0.7056830034921671
0.7961650632327559,0.8382157809426023,0.6201222383229209,0.7046315759271716
0.7848699255939448,0.8263240727353528,0.6039908031207241,0.6863017726947774
0.7928055867903593,0.8346788684356808,0.5981240599903891,0.6929680268653546
0.8104915946136705,0.8532989907494878,0.6097877050446191,0.706481165091925
0.8062504172884756,0.8577641725665841,0.600077262550073,0.7177313832749943
0.7906154845144663,0.8743980680492499,0.5917946788429129,0.7078248751764061
0.7844841656529711,0.8676170051026043,0.591197995575865,0.7071112032322046
0.7951610526659654,0.8794253361558162,0.5848161032862316,0.6994780455260026
0.7861956562894283,0.8695098646978369,0.5825412156591224,0.6967571321615107
0.7866070655040506,0.8699648714988538,0.5782466592079153,0.7018937006246762
0.7979822188463068,0.8573842778967171,0.5776024083399333,0.7011116889715904
0.7944677331215564,0.8536081726977192,0.5778018224075328,0.7013537439417925
0.7972108331343312,0.8565554699784176,0.5768420503525088,0.7025187449819711
0.7954868859828089,0.8547031916334477,0.574130909486864,0.7058205626584706
0.8100187416513633,0.8703168034215601,0.574130909486864,0.7058205626584706
0.8149509915818072,0.8756162116604225,0.5738039795306353,0.7062224812485383
0.8118466797339174,0.8722808138166996,0.5736201021237729,0.7059961698893418
0.8183291345558625,0.8792458247094824,0.5710814808387812,0.7028717031955002
0.8088885376597198,0.8691024666727387,0.5700212000562753,0.7015667381695448
0.812807694457384,0.86489156655295,0.565596186533094,0.6961205507233447
0.8267055198371989,0.8501031829704693,0.5663063092934527,0.6969945506879699
0.8249542045740331,0.8483023014668655,0.5726985867127398,0.7048619935446239
0.8201598344970952,0.843372239715801,0.5585051717520721,0.6873931207439994
0.8293615986156899,0.8339100445586894,0.555845831340521,0.6841200762010418
0.8446573613133975,0.8492896934043735,0.568914974813779,0.7002052259398553
0.8469085646783657,0.8470261438241606,0.5735309681495137,0.6945239856848542
0.8442183684721158,0.8443355741289827,0.5659876962103407,0.7036585984315774
0.8417185783744979,0.8468357112808126,0.5583423128659548,0.6941535512996281
0.8349203522067463,0.8399961560658933,0.5691229852017496,0.7075565154219017
0.8192105121734691,0.8241908098367774,0.5721812490748162,0.7113586716966136
0.8141619209073583,0.8191115262310151,0.5641390123209069,0.7213571028999796
0.8114068654632483,0.816339721738905,0.5607472936236696,0.7170201570056952
0.8049793772880648,0.8098731583762524,0.5549481429630476,0.7096048596614881
0.8001693339197946,0.8147124438592067,0.5543849353451102,0.7088846935202828
0.8010120736209473,0.813854387329972,0.5507975439469306,0.7042975435280977
0.8030779174649976,0.8159533520414759,0.5499322867333755,0.7031911505589861
0.7976611096025366,0.8104496986143073,0.5483510968679955,0.7011693039653021
0.7953363440832323,0.8080876610374622,0.5401968089447917,0.6907425237142873
0.7831070576464769,0.7956623072279038,0.5398711320276708,0.6903260849424866
0.7691994661388101,0.7815317407377612,0.5360917334501384,0.6951587519785366
0.7735019532077771,0.7859032079013965,0.5319852074491118,0.7004837501303811
0.7685945699359618,0.7908892693324338,0.5290686854754694,0.7043240378316704
0.7717139917888954,0.7940991765663763,0.5263034638491875,0.7080052461790743
0.7798111083674916,0.8024311670136663,0.5349845335234487,0.6963271112360291
0.7803711108325155,0.8018549205012508,0.5354491085426378,0.6957224279960599
0.7709538598811,0.7921784103022357,0.5337555743547683,0.6935219766398408
