Model,Hit_Ratio,p_value,Sharpe
RF_IBEX,0.47959183673469385,0.9312276003941312,1.2141302440848107
RF_SPX,0.5023547880690737,0.44430077721427924,-6.6719221847989045
XGB_IBEX,0.5007849293563579,0.48882519047744905,-0.4862473468689214
XGB_SPX,0.5125588697017268,0.19256025594630227,-2.490430584270159
