Date,Index,VaR95_exc,VaR99_exc,Severity95
2023-07-21,IBEX,0,0,
2023-07-24,IBEX,0,0,
2023-07-25,IBEX,0,0,
2023-07-26,IBEX,0,0,
2023-07-27,IBEX,0,0,
2023-07-28,IBEX,0,0,
2023-07-31,IBEX,0,0,
2023-08-01,IBEX,0,0,
2023-08-02,IBEX,1,0,-0.06010640099058007
2023-08-03,IBEX,0,0,
2023-08-04,IBEX,0,0,
2023-08-07,IBEX,0,0,
2023-08-08,IBEX,0,0,
2023-08-09,IBEX,0,0,
2023-08-10,IBEX,0,0,
2023-08-11,IBEX,0,0,
2023-08-14,IBEX,0,0,
2023-08-15,IBEX,0,0,
2023-08-16,IBEX,0,0,
2023-08-17,IBEX,0,0,
2023-08-18,IBEX,0,0,
2023-08-21,IBEX,0,0,
2023-08-22,IBEX,0,0,
2023-08-23,IBEX,0,0,
2023-08-24,IBEX,0,0,
2023-08-25,IBEX,0,0,
2023-08-28,IBEX,0,0,
2023-08-29,IBEX,0,0,
2023-08-30,IBEX,0,0,
2023-08-31,IBEX,0,0,
2023-09-01,IBEX,0,0,
2023-09-04,IBEX,0,0,
2023-09-05,IBEX,0,0,
2023-09-06,IBEX,0,0,
2023-09-07,IBEX,0,0,
2023-09-08,IBEX,0,0,
2023-09-11,IBEX,0,0,
2023-09-12,IBEX,0,0,
2023-09-13,IBEX,0,0,
2023-09-14,IBEX,0,0,
2023-09-15,IBEX,0,0,
2023-09-18,IBEX,0,0,
2023-09-19,IBEX,0,0,
2023-09-20,IBEX,0,0,
2023-09-21,IBEX,0,0,
2023-09-22,IBEX,0,0,
2023-09-25,IBEX,0,0,
2023-09-26,IBEX,0,0,
2023-09-27,IBEX,0,0,
2023-09-28,IBEX,0,0,
2023-09-29,IBEX,0,0,
2023-10-02,IBEX,0,0,
2023-10-03,IBEX,0,0,
2023-10-04,IBEX,0,0,
2023-10-05,IBEX,0,0,
2023-10-06,IBEX,0,0,
2023-10-09,IBEX,0,0,
2023-10-10,IBEX,0,0,
2023-10-11,IBEX,0,0,
2023-10-12,IBEX,0,0,
2023-10-13,IBEX,0,0,
2023-10-16,IBEX,0,0,
2023-10-17,IBEX,0,0,
2023-10-18,IBEX,0,0,
2023-10-19,IBEX,0,0,
2023-10-20,IBEX,0,0,
2023-10-23,IBEX,0,0,
2023-10-24,IBEX,0,0,
2023-10-25,IBEX,0,0,
2023-10-26,IBEX,0,0,
2023-10-27,IBEX,0,0,
2023-10-30,IBEX,0,0,
2023-10-31,IBEX,0,0,
2023-11-01,IBEX,0,0,
2023-11-02,IBEX,0,0,
2023-11-03,IBEX,0,0,
2023-11-06,IBEX,0,0,
2023-11-07,IBEX,0,0,
2023-11-08,IBEX,0,0,
2023-11-09,IBEX,0,0,
2023-11-10,IBEX,0,0,
2023-11-13,IBEX,0,0,
2023-11-14,IBEX,0,0,
2023-11-15,IBEX,0,0,
2023-11-16,IBEX,0,0,
2023-11-17,IBEX,0,0,
2023-11-20,IBEX,0,0,
2023-11-21,IBEX,0,0,
2023-11-22,IBEX,0,0,
2023-11-23,IBEX,0,0,
2023-11-24,IBEX,0,0,
2023-11-27,IBEX,0,0,
2023-11-28,IBEX,0,0,
2023-11-29,IBEX,0,0,
2023-11-30,IBEX,0,0,
2023-12-01,IBEX,0,0,
2023-12-04,IBEX,0,0,
2023-12-05,IBEX,0,0,
2023-12-06,IBEX,0,0,
2023-12-07,IBEX,0,0,
2023-12-08,IBEX,0,0,
2023-12-11,IBEX,0,0,
2023-12-12,IBEX,0,0,
2023-12-13,IBEX,0,0,
2023-12-14,IBEX,0,0,
2023-12-15,IBEX,0,0,
2023-12-18,IBEX,0,0,
2023-12-19,IBEX,0,0,
2023-12-20,IBEX,0,0,
2023-12-21,IBEX,0,0,
2023-12-22,IBEX,0,0,
2023-12-25,IBEX,0,0,
2023-12-26,IBEX,0,0,
2023-12-27,IBEX,0,0,
2023-12-28,IBEX,0,0,
2023-12-29,IBEX,0,0,
2024-01-01,IBEX,0,0,
2024-01-02,IBEX,0,0,
2024-01-03,IBEX,0,0,
2024-01-04,IBEX,0,0,
2024-01-05,IBEX,0,0,
2024-01-08,IBEX,0,0,
2024-01-09,IBEX,0,0,
2024-01-10,IBEX,0,0,
2024-01-11,IBEX,0,0,
2024-01-12,IBEX,0,0,
2024-01-15,IBEX,0,0,
2024-01-16,IBEX,0,0,
2024-01-17,IBEX,0,0,
2024-01-18,IBEX,0,0,
2024-01-19,IBEX,0,0,
2024-01-22,IBEX,0,0,
2024-01-23,IBEX,0,0,
2024-01-24,IBEX,0,0,
2024-01-25,IBEX,0,0,
2024-01-26,IBEX,0,0,
2024-01-29,IBEX,0,0,
2024-01-30,IBEX,0,0,
2024-01-31,IBEX,0,0,
2024-02-01,IBEX,0,0,
2024-02-02,IBEX,0,0,
2024-02-05,IBEX,0,0,
2024-02-06,IBEX,0,0,
2024-02-07,IBEX,0,0,
2024-02-08,IBEX,0,0,
2024-02-09,IBEX,0,0,
2024-02-12,IBEX,0,0,
2024-02-13,IBEX,0,0,
2024-02-14,IBEX,0,0,
2024-02-15,IBEX,0,0,
2024-02-16,IBEX,0,0,
2024-02-19,IBEX,0,0,
2024-02-20,IBEX,0,0,
2024-02-21,IBEX,0,0,
2024-02-22,IBEX,0,0,
2024-02-23,IBEX,0,0,
2024-02-26,IBEX,0,0,
2024-02-27,IBEX,0,0,
2024-02-28,IBEX,0,0,
2024-02-29,IBEX,0,0,
2024-03-01,IBEX,0,0,
2024-03-04,IBEX,0,0,
2024-03-05,IBEX,0,0,
2024-03-06,IBEX,0,0,
2024-03-07,IBEX,0,0,
2024-03-08,IBEX,0,0,
2024-03-11,IBEX,0,0,
2024-03-12,IBEX,0,0,
2024-03-13,IBEX,0,0,
2024-03-14,IBEX,0,0,
2024-03-15,IBEX,0,0,
2024-03-18,IBEX,0,0,
2024-03-19,IBEX,0,0,
2024-03-20,IBEX,0,0,
2024-03-21,IBEX,0,0,
2024-03-22,IBEX,0,0,
2024-03-25,IBEX,0,0,
2024-03-26,IBEX,0,0,
2024-03-27,IBEX,0,0,
2024-03-28,IBEX,0,0,
2024-03-29,IBEX,0,0,
2024-04-01,IBEX,0,0,
2024-04-02,IBEX,0,0,
2024-04-03,IBEX,0,0,
2024-04-04,IBEX,0,0,
2024-04-05,IBEX,0,0,
2024-04-08,IBEX,0,0,
2024-04-09,IBEX,0,0,
2024-04-10,IBEX,0,0,
2024-04-11,IBEX,0,0,
2024-04-12,IBEX,0,0,
2024-04-15,IBEX,0,0,
2024-04-16,IBEX,0,0,
2024-04-17,IBEX,0,0,
2024-04-18,IBEX,0,0,
2024-04-19,IBEX,0,0,
2024-04-22,IBEX,0,0,
2024-04-23,IBEX,0,0,
2024-04-24,IBEX,0,0,
2024-04-25,IBEX,0,0,
2024-04-26,IBEX,0,0,
2024-04-29,IBEX,0,0,
2024-04-30,IBEX,1,0,-0.24140315172161708
2024-05-01,IBEX,0,0,
2024-05-02,IBEX,0,0,
2024-05-03,IBEX,0,0,
2024-05-06,IBEX,0,0,
2024-05-07,IBEX,0,0,
2024-05-08,IBEX,0,0,
2024-05-09,IBEX,0,0,
2024-05-10,IBEX,0,0,
2024-05-13,IBEX,0,0,
2024-05-14,IBEX,0,0,
2024-05-15,IBEX,0,0,
2024-05-16,IBEX,0,0,
2024-05-17,IBEX,0,0,
2024-05-20,IBEX,0,0,
2024-05-21,IBEX,0,0,
2024-05-22,IBEX,0,0,
2024-05-23,IBEX,0,0,
2024-05-24,IBEX,0,0,
2024-05-27,IBEX,0,0,
2024-05-28,IBEX,0,0,
2024-05-29,IBEX,0,0,
2024-05-30,IBEX,0,0,
2024-05-31,IBEX,0,0,
2024-06-03,IBEX,0,0,
2024-06-04,IBEX,0,0,
2024-06-05,IBEX,0,0,
2024-06-06,IBEX,0,0,
2024-06-07,IBEX,0,0,
2024-06-10,IBEX,0,0,
2024-06-11,IBEX,0,0,
2024-06-12,IBEX,0,0,
2024-06-13,IBEX,0,0,
2024-06-14,IBEX,0,0,
2024-06-17,IBEX,0,0,
2024-06-18,IBEX,0,0,
2024-06-19,IBEX,0,0,
2024-06-20,IBEX,0,0,
2024-06-21,IBEX,0,0,
2024-06-24,IBEX,0,0,
2024-06-25,IBEX,0,0,
2024-06-26,IBEX,0,0,
2024-06-27,IBEX,0,0,
2024-06-28,IBEX,0,0,
2024-07-01,IBEX,0,0,
2024-07-02,IBEX,0,0,
2024-07-03,IBEX,0,0,
2024-07-04,IBEX,0,0,
2024-07-05,IBEX,0,0,
2024-07-08,IBEX,0,0,
2024-07-09,IBEX,0,0,
2024-07-10,IBEX,0,0,
2024-07-11,IBEX,0,0,
2024-07-12,IBEX,0,0,
2024-07-15,IBEX,0,0,
2024-07-16,IBEX,0,0,
2024-07-17,IBEX,0,0,
2024-07-18,IBEX,0,0,
2024-07-19,IBEX,0,0,
2024-07-22,IBEX,0,0,
2024-07-23,IBEX,0,0,
2024-07-24,IBEX,0,0,
2024-07-25,IBEX,0,0,
2024-07-26,IBEX,0,0,
2024-07-29,IBEX,0,0,
2024-07-30,IBEX,0,0,
2024-07-31,IBEX,0,0,
2024-08-01,IBEX,1,0,-0.11295305423607638
2024-08-02,IBEX,0,0,
2024-08-05,IBEX,1,0,-0.32850475796529954
2024-08-06,IBEX,0,0,
2024-08-07,IBEX,0,0,
2024-08-08,IBEX,0,0,
2024-08-09,IBEX,0,0,
2024-08-12,IBEX,0,0,
2024-08-13,IBEX,0,0,
2024-08-14,IBEX,0,0,
2024-08-15,IBEX,0,0,
2024-08-16,IBEX,0,0,
2024-08-19,IBEX,0,0,
2024-08-20,IBEX,0,0,
2024-08-21,IBEX,0,0,
2024-08-22,IBEX,0,0,
2024-08-23,IBEX,0,0,
2024-08-26,IBEX,0,0,
2024-08-27,IBEX,0,0,
2024-08-28,IBEX,0,0,
2024-08-29,IBEX,0,0,
2024-08-30,IBEX,0,0,
2024-09-02,IBEX,0,0,
2024-09-03,IBEX,0,0,
2024-09-04,IBEX,0,0,
2024-09-05,IBEX,0,0,
2024-09-06,IBEX,0,0,
2024-09-09,IBEX,0,0,
2024-09-10,IBEX,0,0,
2024-09-11,IBEX,0,0,
2024-09-12,IBEX,0,0,
2024-09-13,IBEX,0,0,
2024-09-16,IBEX,0,0,
2024-09-17,IBEX,0,0,
2024-09-18,IBEX,0,0,
2024-09-19,IBEX,0,0,
2024-09-20,IBEX,0,0,
2024-09-23,IBEX,0,0,
2024-09-24,IBEX,0,0,
2024-09-25,IBEX,0,0,
2024-09-26,IBEX,0,0,
2024-09-27,IBEX,0,0,
2024-09-30,IBEX,0,0,
2024-10-01,IBEX,0,0,
2024-10-02,IBEX,0,0,
2024-10-03,IBEX,0,0,
2024-10-04,IBEX,0,0,
2024-10-07,IBEX,0,0,
2024-10-08,IBEX,0,0,
2024-10-09,IBEX,0,0,
2024-10-10,IBEX,0,0,
2024-10-11,IBEX,0,0,
2024-10-14,IBEX,0,0,
2024-10-15,IBEX,0,0,
2024-10-16,IBEX,0,0,
2024-10-17,IBEX,0,0,
2024-10-18,IBEX,0,0,
2024-10-21,IBEX,0,0,
2024-10-22,IBEX,0,0,
2024-10-23,IBEX,0,0,
2024-10-24,IBEX,0,0,
2024-10-25,IBEX,0,0,
2024-10-28,IBEX,0,0,
2024-10-29,IBEX,0,0,
2024-10-30,IBEX,0,0,
2024-10-31,IBEX,0,0,
2024-11-01,IBEX,0,0,
2024-11-04,IBEX,0,0,
2024-11-05,IBEX,0,0,
2024-11-06,IBEX,1,1,-1.2253535081256721
2024-11-07,IBEX,0,0,
2024-11-08,IBEX,0,0,
2024-11-11,IBEX,0,0,
2024-11-12,IBEX,0,0,
2024-11-13,IBEX,0,0,
2024-11-14,IBEX,0,0,
2024-11-15,IBEX,0,0,
2024-11-18,IBEX,0,0,
2024-11-19,IBEX,0,0,
2024-11-20,IBEX,0,0,
2024-11-21,IBEX,0,0,
2024-11-22,IBEX,0,0,
2024-11-25,IBEX,0,0,
2024-11-26,IBEX,0,0,
2024-11-27,IBEX,0,0,
2024-11-28,IBEX,0,0,
2024-11-29,IBEX,0,0,
2024-12-02,IBEX,0,0,
2024-12-03,IBEX,0,0,
2024-12-04,IBEX,0,0,
2024-12-05,IBEX,0,0,
2024-12-06,IBEX,0,0,
2024-12-09,IBEX,0,0,
2024-12-10,IBEX,0,0,
2024-12-11,IBEX,0,0,
2024-12-12,IBEX,0,0,
2024-12-13,IBEX,0,0,
2024-12-16,IBEX,0,0,
2024-12-17,IBEX,0,0,
2024-12-18,IBEX,0,0,
2024-12-19,IBEX,0,0,
2024-12-20,IBEX,0,0,
2024-12-23,IBEX,0,0,
2024-12-24,IBEX,0,0,
2024-12-25,IBEX,0,0,
2024-12-26,IBEX,0,0,
2024-12-27,IBEX,0,0,
2024-12-30,IBEX,0,0,
2024-12-31,IBEX,0,0,
2025-01-01,IBEX,0,0,
2025-01-02,IBEX,0,0,
2025-01-03,IBEX,0,0,
2025-01-06,IBEX,0,0,
2025-01-07,IBEX,0,0,
2025-01-08,IBEX,0,0,
2025-01-09,IBEX,0,0,
2025-01-10,IBEX,0,0,
2025-01-13,IBEX,0,0,
2025-01-14,IBEX,0,0,
2025-01-15,IBEX,0,0,
2025-01-16,IBEX,0,0,
2025-01-17,IBEX,0,0,
2025-01-20,IBEX,0,0,
2025-01-21,IBEX,0,0,
2025-01-22,IBEX,0,0,
2025-01-23,IBEX,0,0,
2025-01-24,IBEX,0,0,
2025-01-27,IBEX,0,0,
2025-01-28,IBEX,0,0,
2025-01-29,IBEX,0,0,
2025-01-30,IBEX,0,0,
2025-01-31,IBEX,0,0,
2025-02-03,IBEX,0,0,
2025-02-04,IBEX,0,0,
2025-02-05,IBEX,0,0,
2025-02-06,IBEX,0,0,
2025-02-07,IBEX,0,0,
2025-02-10,IBEX,0,0,
2025-02-11,IBEX,0,0,
2025-02-12,IBEX,0,0,
2025-02-13,IBEX,0,0,
2025-02-14,IBEX,0,0,
2025-02-17,IBEX,0,0,
2025-02-18,IBEX,0,0,
2025-02-19,IBEX,0,0,
2025-02-20,IBEX,0,0,
2025-02-21,IBEX,0,0,
2025-02-24,IBEX,0,0,
2025-02-25,IBEX,0,0,
2025-02-26,IBEX,0,0,
2025-02-27,IBEX,0,0,
2025-02-28,IBEX,0,0,
2025-03-03,IBEX,0,0,
2025-03-04,IBEX,1,0,-0.7701793529333127
2025-03-05,IBEX,0,0,
2025-03-06,IBEX,0,0,
2025-03-07,IBEX,0,0,
2025-03-10,IBEX,0,0,
2025-03-11,IBEX,0,0,
2025-03-12,IBEX,0,0,
2025-03-13,IBEX,0,0,
2025-03-14,IBEX,0,0,
2025-03-17,IBEX,0,0,
2025-03-18,IBEX,0,0,
2025-03-19,IBEX,0,0,
2025-03-20,IBEX,0,0,
2025-03-21,IBEX,0,0,
2025-03-24,IBEX,0,0,
2025-03-25,IBEX,0,0,
2025-03-26,IBEX,0,0,
2025-03-27,IBEX,0,0,
2025-03-28,IBEX,0,0,
2025-03-31,IBEX,0,0,
2025-04-01,IBEX,0,0,
2025-04-02,IBEX,0,0,
2025-04-03,IBEX,0,0,
2025-04-04,IBEX,1,1,-4.001393538298129
2025-04-07,IBEX,1,1,-2.73138951144907
2025-04-08,IBEX,0,0,
2025-04-09,IBEX,0,0,
2025-04-10,IBEX,0,0,
2025-04-11,IBEX,0,0,
2025-04-14,IBEX,0,0,
2025-04-15,IBEX,0,0,
2025-04-16,IBEX,0,0,
2025-04-17,IBEX,0,0,
2025-04-18,IBEX,0,0,
2025-04-21,IBEX,0,0,
2025-04-22,IBEX,0,0,
2025-04-23,IBEX,0,0,
2025-04-24,IBEX,0,0,
2025-04-25,IBEX,0,0,
2025-04-28,IBEX,0,0,
2025-04-29,IBEX,0,0,
2025-04-30,IBEX,0,0,
2025-05-01,IBEX,0,0,
2025-05-02,IBEX,0,0,
2025-05-05,IBEX,0,0,
2025-05-06,IBEX,0,0,
2025-05-07,IBEX,0,0,
2025-05-08,IBEX,0,0,
2025-05-09,IBEX,0,0,
2025-05-12,IBEX,0,0,
2025-05-13,IBEX,0,0,
2025-05-14,IBEX,0,0,
2025-05-15,IBEX,0,0,
2025-05-16,IBEX,0,0,
2025-05-19,IBEX,0,0,
2025-05-20,IBEX,0,0,
2025-05-21,IBEX,0,0,
2025-05-22,IBEX,0,0,
2025-05-23,IBEX,0,0,
2025-05-26,IBEX,0,0,
2025-05-27,IBEX,0,0,
2025-05-28,IBEX,0,0,
2025-05-29,IBEX,0,0,
2025-05-30,IBEX,0,0,
2025-06-02,IBEX,0,0,
2025-06-03,IBEX,0,0,
2025-06-04,IBEX,0,0,
2025-06-05,IBEX,0,0,
2025-06-06,IBEX,0,0,
2025-06-09,IBEX,0,0,
2025-06-10,IBEX,0,0,
2025-06-11,IBEX,0,0,
2025-06-12,IBEX,0,0,
2025-06-13,IBEX,0,0,
2025-06-16,IBEX,0,0,
2025-06-17,IBEX,0,0,
2025-06-18,IBEX,0,0,
2025-06-19,IBEX,0,0,
2025-06-20,IBEX,0,0,
2025-06-23,IBEX,0,0,
2025-06-24,IBEX,0,0,
2025-06-25,IBEX,0,0,
2025-06-26,IBEX,0,0,
2025-06-27,IBEX,0,0,
2025-06-30,IBEX,0,0,
2025-07-01,IBEX,0,0,
2025-07-02,IBEX,0,0,
2025-07-03,IBEX,0,0,
2025-07-04,IBEX,0,0,
2025-07-07,IBEX,0,0,
2025-07-08,IBEX,0,0,
2025-07-09,IBEX,0,0,
2025-07-10,IBEX,0,0,
2025-07-11,IBEX,0,0,
2025-07-14,IBEX,0,0,
2025-07-15,IBEX,0,0,
2025-07-16,IBEX,0,0,
2025-07-17,IBEX,0,0,
2025-07-18,IBEX,0,0,
2025-07-21,IBEX,0,0,
2025-07-22,IBEX,0,0,
2025-07-23,IBEX,0,0,
2025-07-24,IBEX,0,0,
2025-07-25,IBEX,0,0,
2025-07-28,IBEX,0,0,
2025-07-29,IBEX,0,0,
2025-07-30,IBEX,0,0,
2025-07-31,IBEX,0,0,
2025-08-01,IBEX,1,0,-0.28065539498339853
2025-08-04,IBEX,0,0,
2025-08-05,IBEX,0,0,
2025-08-06,IBEX,0,0,
2025-08-07,IBEX,0,0,
2025-08-08,IBEX,0,0,
2025-08-11,IBEX,0,0,
2025-08-12,IBEX,0,0,
2025-08-13,IBEX,0,0,
2025-08-14,IBEX,0,0,
2025-08-15,IBEX,0,0,
2025-08-18,IBEX,0,0,
2025-08-19,IBEX,0,0,
2025-08-20,IBEX,0,0,
2025-08-21,IBEX,0,0,
2025-08-22,IBEX,0,0,
2025-08-25,IBEX,0,0,
2025-08-26,IBEX,0,0,
2025-08-27,IBEX,0,0,
2025-08-28,IBEX,0,0,
2025-08-29,IBEX,0,0,
2025-09-01,IBEX,0,0,
2025-09-02,IBEX,0,0,
2025-09-03,IBEX,0,0,
2025-09-04,IBEX,0,0,
2025-09-05,IBEX,0,0,
2025-09-08,IBEX,0,0,
2025-09-09,IBEX,0,0,
2025-09-10,IBEX,0,0,
2025-09-11,IBEX,0,0,
2025-09-12,IBEX,0,0,
2025-09-15,IBEX,0,0,
2025-09-16,IBEX,0,0,
2025-09-17,IBEX,0,0,
2025-09-18,IBEX,0,0,
2025-09-19,IBEX,0,0,
2025-09-22,IBEX,0,0,
2025-09-23,IBEX,0,0,
2025-09-24,IBEX,0,0,
2025-09-25,IBEX,0,0,
2025-09-26,IBEX,0,0,
2025-09-29,IBEX,0,0,
2025-09-30,IBEX,0,0,
2025-10-01,IBEX,0,0,
2025-10-02,IBEX,0,0,
2025-10-03,IBEX,0,0,
2025-10-06,IBEX,0,0,
2025-10-07,IBEX,0,0,
2025-10-08,IBEX,0,0,
2025-10-09,IBEX,0,0,
2025-10-10,IBEX,0,0,
2025-10-13,IBEX,0,0,
2025-10-14,IBEX,0,0,
2025-10-15,IBEX,0,0,
2025-10-16,IBEX,0,0,
2025-10-17,IBEX,0,0,
2025-10-20,IBEX,0,0,
2025-10-21,IBEX,0,0,
2025-10-22,IBEX,0,0,
2025-10-23,IBEX,0,0,
2025-10-24,IBEX,0,0,
2025-10-27,IBEX,0,0,
2025-10-28,IBEX,0,0,
2025-10-29,IBEX,0,0,
2025-10-30,IBEX,0,0,
2025-10-31,IBEX,0,0,
2025-11-03,IBEX,0,0,
2025-11-04,IBEX,0,0,
2025-11-05,IBEX,0,0,
2025-11-06,IBEX,0,0,
2025-11-07,IBEX,0,0,
2025-11-10,IBEX,0,0,
2025-11-11,IBEX,0,0,
2025-11-12,IBEX,0,0,
2025-11-13,IBEX,0,0,
2025-11-14,IBEX,0,0,
2025-11-17,IBEX,0,0,
2025-11-18,IBEX,1,0,-0.21340019430144608
2025-11-19,IBEX,0,0,
2025-11-20,IBEX,0,0,
2025-11-21,IBEX,0,0,
2025-11-24,IBEX,0,0,
2025-11-25,IBEX,0,0,
2025-11-26,IBEX,0,0,
2000-01-04,SPX,1,0,-1.381788754391732
2000-01-05,SPX,0,0,
2000-01-06,SPX,0,0,
2000-01-07,SPX,0,0,
2000-01-10,SPX,0,0,
2000-01-11,SPX,0,0,
2000-01-12,SPX,0,0,
2000-01-13,SPX,0,0,
2000-01-14,SPX,0,0,
2000-01-17,SPX,0,0,
2000-01-18,SPX,0,0,
2000-01-19,SPX,0,0,
2000-01-20,SPX,0,0,
2000-01-21,SPX,0,0,
2000-01-24,SPX,1,0,-0.6255082325045689
2000-01-25,SPX,0,0,
2000-01-26,SPX,0,0,
2000-01-27,SPX,0,0,
2000-01-28,SPX,1,0,-0.5520225771948493
2000-01-31,SPX,0,0,
2000-02-01,SPX,0,0,
2000-02-02,SPX,0,0,
2000-02-03,SPX,0,0,
2000-02-04,SPX,0,0,
2000-02-07,SPX,0,0,
2000-02-08,SPX,0,0,
2000-02-09,SPX,0,0,
2000-02-10,SPX,0,0,
2000-02-11,SPX,0,0,
2000-02-14,SPX,0,0,
2000-02-15,SPX,0,0,
2000-02-16,SPX,0,0,
2000-02-17,SPX,0,0,
2000-02-18,SPX,1,0,-0.8814015720534201
2000-02-21,SPX,0,0,
2000-02-22,SPX,0,0,
2000-02-23,SPX,0,0,
2000-02-24,SPX,0,0,
2000-02-25,SPX,0,0,
2000-02-28,SPX,0,0,
2000-02-29,SPX,0,0,
2000-03-01,SPX,0,0,
2000-03-02,SPX,0,0,
2000-03-03,SPX,0,0,
2000-03-06,SPX,0,0,
2000-03-07,SPX,1,0,-0.26165367127221995
2000-03-08,SPX,0,0,
2000-03-09,SPX,0,0,
2000-03-10,SPX,0,0,
2000-03-13,SPX,0,0,
2000-03-14,SPX,0,0,
2000-03-15,SPX,0,0,
2000-03-16,SPX,0,0,
2000-03-17,SPX,0,0,
2000-03-20,SPX,0,0,
2000-03-21,SPX,0,0,
2000-03-22,SPX,0,0,
2000-03-23,SPX,0,0,
2000-03-24,SPX,0,0,
2000-03-27,SPX,0,0,
2000-03-28,SPX,0,0,
2000-03-29,SPX,0,0,
2000-03-30,SPX,0,0,
2000-03-31,SPX,0,0,
2000-04-03,SPX,0,0,
2000-04-04,SPX,0,0,
2000-04-05,SPX,0,0,
2000-04-06,SPX,0,0,
2000-04-07,SPX,0,0,
2000-04-10,SPX,0,0,
2000-04-11,SPX,0,0,
2000-04-12,SPX,1,0,-0.10240302859079797
2000-04-13,SPX,0,0,
2000-04-14,SPX,1,1,-3.5967956317925323
2000-04-17,SPX,0,0,
2000-04-18,SPX,0,0,
2000-04-19,SPX,0,0,
2000-04-20,SPX,0,0,
2000-04-21,SPX,0,0,
2000-04-24,SPX,0,0,
2000-04-25,SPX,0,0,
2000-04-26,SPX,0,0,
2000-04-27,SPX,0,0,
2000-04-28,SPX,0,0,
2000-05-01,SPX,0,0,
2000-05-02,SPX,0,0,
2000-05-03,SPX,0,0,
2000-05-04,SPX,0,0,
2000-05-05,SPX,0,0,
2000-05-08,SPX,0,0,
2000-05-09,SPX,0,0,
2000-05-10,SPX,0,0,
2000-05-11,SPX,0,0,
2000-05-12,SPX,0,0,
2000-05-15,SPX,0,0,
2000-05-16,SPX,0,0,
2000-05-17,SPX,0,0,
2000-05-18,SPX,0,0,
2000-05-19,SPX,0,0,
2000-05-22,SPX,0,0,
2000-05-23,SPX,0,0,
2000-05-24,SPX,0,0,
2000-05-25,SPX,0,0,
2000-05-26,SPX,0,0,
2000-05-29,SPX,0,0,
2000-05-30,SPX,0,0,
2000-05-31,SPX,0,0,
2000-06-01,SPX,0,0,
2000-06-02,SPX,0,0,
2000-06-05,SPX,0,0,
2000-06-06,SPX,0,0,
2000-06-07,SPX,0,0,
2000-06-08,SPX,0,0,
2000-06-09,SPX,0,0,
2000-06-12,SPX,0,0,
2000-06-13,SPX,0,0,
2000-06-14,SPX,0,0,
2000-06-15,SPX,0,0,
2000-06-16,SPX,0,0,
2000-06-19,SPX,0,0,
2000-06-20,SPX,0,0,
2000-06-21,SPX,0,0,
2000-06-22,SPX,0,0,
2000-06-23,SPX,0,0,
2000-06-26,SPX,0,0,
2000-06-27,SPX,0,0,
2000-06-28,SPX,0,0,
2000-06-29,SPX,0,0,
2000-06-30,SPX,0,0,
2000-07-03,SPX,0,0,
2000-07-04,SPX,0,0,
2000-07-05,SPX,0,0,
2000-07-06,SPX,0,0,
2000-07-07,SPX,0,0,
2000-07-10,SPX,0,0,
2000-07-11,SPX,0,0,
2000-07-12,SPX,0,0,
2000-07-13,SPX,0,0,
2000-07-14,SPX,0,0,
2000-07-17,SPX,0,0,
2000-07-18,SPX,0,0,
2000-07-19,SPX,0,0,
2000-07-20,SPX,0,0,
2000-07-21,SPX,0,0,
2000-07-24,SPX,0,0,
2000-07-25,SPX,0,0,
2000-07-26,SPX,0,0,
2000-07-27,SPX,0,0,
2000-07-28,SPX,0,0,
2000-07-31,SPX,0,0,
2000-08-01,SPX,0,0,
2000-08-02,SPX,0,0,
2000-08-03,SPX,0,0,
2000-08-04,SPX,0,0,
2000-08-07,SPX,0,0,
2000-08-08,SPX,0,0,
2000-08-09,SPX,0,0,
2000-08-10,SPX,0,0,
2000-08-11,SPX,0,0,
2000-08-14,SPX,0,0,
2000-08-15,SPX,0,0,
2000-08-16,SPX,0,0,
2000-08-17,SPX,0,0,
2000-08-18,SPX,0,0,
2000-08-21,SPX,0,0,
2000-08-22,SPX,0,0,
2000-08-23,SPX,0,0,
2000-08-24,SPX,0,0,
2000-08-25,SPX,0,0,
2000-08-28,SPX,0,0,
2000-08-29,SPX,0,0,
2000-08-30,SPX,0,0,
2000-08-31,SPX,0,0,
2000-09-01,SPX,0,0,
2000-09-04,SPX,0,0,
2000-09-05,SPX,0,0,
2000-09-06,SPX,0,0,
2000-09-07,SPX,0,0,
2000-09-08,SPX,0,0,
2000-09-11,SPX,0,0,
2000-09-12,SPX,0,0,
2000-09-13,SPX,0,0,
2000-09-14,SPX,0,0,
2000-09-15,SPX,0,0,
2000-09-18,SPX,0,0,
2000-09-19,SPX,0,0,
2000-09-20,SPX,0,0,
2000-09-21,SPX,0,0,
2000-09-22,SPX,0,0,
2000-09-25,SPX,0,0,
2000-09-26,SPX,0,0,
2000-09-27,SPX,0,0,
2000-09-28,SPX,0,0,
2000-09-29,SPX,0,0,
2000-10-02,SPX,0,0,
2000-10-03,SPX,0,0,
2000-10-04,SPX,0,0,
2000-10-05,SPX,0,0,
2000-10-06,SPX,0,0,
2000-10-09,SPX,0,0,
2000-10-10,SPX,0,0,
2000-10-11,SPX,0,0,
2000-10-12,SPX,1,0,-0.36928015003619485
2000-10-13,SPX,0,0,
2000-10-16,SPX,0,0,
2000-10-17,SPX,0,0,
2000-10-18,SPX,0,0,
2000-10-19,SPX,0,0,
2000-10-20,SPX,0,0,
2000-10-23,SPX,0,0,
2000-10-24,SPX,0,0,
