Date,Index,VaR95_exc,VaR99_exc,Severity95
2009-05-07,IBEX,0,0,
2009-05-08,IBEX,0,0,
2009-05-11,IBEX,0,0,
2009-05-12,IBEX,0,0,
2009-05-13,IBEX,1,0,-0.6248083272796499
2009-05-14,IBEX,0,0,
2009-05-15,IBEX,0,0,
2009-05-18,IBEX,0,0,
2009-05-19,IBEX,0,0,
2009-05-20,IBEX,0,0,
2009-05-21,IBEX,0,0,
2009-05-22,IBEX,0,0,
2009-05-25,IBEX,0,0,
2009-05-26,IBEX,0,0,
2009-05-27,IBEX,0,0,
2009-05-28,IBEX,0,0,
2009-05-29,IBEX,0,0,
2009-06-01,IBEX,0,0,
2009-06-02,IBEX,0,0,
2009-06-03,IBEX,0,0,
2009-06-04,IBEX,0,0,
2009-06-05,IBEX,0,0,
2009-06-08,IBEX,0,0,
2009-06-09,IBEX,0,0,
2009-06-10,IBEX,0,0,
2009-06-11,IBEX,0,0,
2009-06-12,IBEX,0,0,
2009-06-15,IBEX,0,0,
2009-06-16,IBEX,0,0,
2009-06-17,IBEX,1,0,-0.12809389244434355
2009-06-18,IBEX,0,0,
2009-06-19,IBEX,0,0,
2009-06-22,IBEX,1,0,-0.2259959380264922
2009-06-23,IBEX,0,0,
2009-06-24,IBEX,0,0,
2009-06-25,IBEX,0,0,
2009-06-26,IBEX,0,0,
2009-06-29,IBEX,0,0,
2009-06-30,IBEX,0,0,
2009-07-01,IBEX,0,0,
2009-07-02,IBEX,1,0,-0.35239900655093503
2009-07-03,IBEX,0,0,
2009-07-06,IBEX,0,0,
2009-07-07,IBEX,0,0,
2009-07-08,IBEX,0,0,
2009-07-09,IBEX,0,0,
2009-07-10,IBEX,0,0,
2009-07-13,IBEX,0,0,
2009-07-14,IBEX,0,0,
2009-07-15,IBEX,0,0,
2009-07-16,IBEX,0,0,
2009-07-17,IBEX,0,0,
2009-07-20,IBEX,0,0,
2009-07-21,IBEX,0,0,
2009-07-22,IBEX,0,0,
2009-07-23,IBEX,0,0,
2009-07-24,IBEX,0,0,
2009-07-27,IBEX,0,0,
2009-07-28,IBEX,0,0,
2009-07-29,IBEX,0,0,
2009-07-30,IBEX,0,0,
2009-07-31,IBEX,0,0,
2009-08-03,IBEX,0,0,
2009-08-04,IBEX,0,0,
2009-08-05,IBEX,0,0,
2009-08-06,IBEX,0,0,
2009-08-07,IBEX,0,0,
2009-08-10,IBEX,0,0,
2009-08-11,IBEX,0,0,
2009-08-12,IBEX,0,0,
2009-08-13,IBEX,0,0,
2009-08-14,IBEX,0,0,
2009-08-17,IBEX,1,0,-0.6843763793884352
2009-08-18,IBEX,0,0,
2009-08-19,IBEX,0,0,
2009-08-20,IBEX,0,0,
2009-08-21,IBEX,0,0,
2009-08-24,IBEX,0,0,
2009-08-25,IBEX,0,0,
2009-08-26,IBEX,0,0,
2009-08-27,IBEX,0,0,
2009-08-28,IBEX,0,0,
2009-08-31,IBEX,0,0,
2009-09-01,IBEX,0,0,
2009-09-02,IBEX,0,0,
2009-09-03,IBEX,0,0,
2009-09-04,IBEX,0,0,
2009-09-07,IBEX,0,0,
2009-09-08,IBEX,0,0,
2009-09-09,IBEX,0,0,
2009-09-10,IBEX,0,0,
2009-09-11,IBEX,0,0,
2009-09-14,IBEX,0,0,
2009-09-15,IBEX,0,0,
2009-09-16,IBEX,0,0,
2009-09-17,IBEX,0,0,
2009-09-18,IBEX,0,0,
2009-09-21,IBEX,0,0,
2009-09-22,IBEX,0,0,
2009-09-23,IBEX,0,0,
2009-09-24,IBEX,0,0,
2009-09-25,IBEX,0,0,
2009-09-28,IBEX,0,0,
2009-09-29,IBEX,0,0,
2009-09-30,IBEX,0,0,
2009-10-01,IBEX,1,0,-0.010541321156713135
2009-10-02,IBEX,0,0,
2009-10-05,IBEX,0,0,
2009-10-06,IBEX,0,0,
2009-10-07,IBEX,0,0,
2009-10-08,IBEX,0,0,
2009-10-09,IBEX,0,0,
2009-10-12,IBEX,0,0,
2009-10-13,IBEX,0,0,
2009-10-14,IBEX,0,0,
2009-10-15,IBEX,0,0,
2009-10-16,IBEX,0,0,
2009-10-19,IBEX,0,0,
2009-10-20,IBEX,0,0,
2009-10-21,IBEX,0,0,
2009-10-22,IBEX,0,0,
2009-10-23,IBEX,0,0,
2009-10-26,IBEX,0,0,
2009-10-27,IBEX,0,0,
2009-10-28,IBEX,0,0,
2009-10-29,IBEX,0,0,
2009-10-30,IBEX,1,0,-0.046607063727694964
2009-11-02,IBEX,0,0,
2009-11-03,IBEX,0,0,
2009-11-04,IBEX,0,0,
2009-11-05,IBEX,0,0,
2009-11-06,IBEX,0,0,
2009-11-09,IBEX,0,0,
2009-11-10,IBEX,0,0,
2009-11-11,IBEX,0,0,
2009-11-12,IBEX,0,0,
2009-11-13,IBEX,0,0,
2009-11-16,IBEX,0,0,
2009-11-17,IBEX,0,0,
2009-11-18,IBEX,0,0,
2009-11-19,IBEX,0,0,
2009-11-20,IBEX,0,0,
2009-11-23,IBEX,0,0,
2009-11-24,IBEX,0,0,
2009-11-25,IBEX,0,0,
2009-11-26,IBEX,1,0,-0.5249758624107996
2009-11-27,IBEX,0,0,
2009-11-30,IBEX,0,0,
2009-12-01,IBEX,0,0,
2009-12-02,IBEX,0,0,
2009-12-03,IBEX,0,0,
2009-12-04,IBEX,0,0,
2009-12-07,IBEX,0,0,
2009-12-08,IBEX,0,0,
2009-12-09,IBEX,1,0,-0.13056136282278574
2009-12-10,IBEX,0,0,
2009-12-11,IBEX,0,0,
2009-12-14,IBEX,0,0,
2009-12-15,IBEX,0,0,
2009-12-16,IBEX,0,0,
2009-12-17,IBEX,0,0,
2009-12-18,IBEX,0,0,
2009-12-21,IBEX,0,0,
2009-12-22,IBEX,0,0,
2009-12-23,IBEX,0,0,
2009-12-24,IBEX,0,0,
2009-12-25,IBEX,0,0,
2009-12-28,IBEX,0,0,
2009-12-29,IBEX,0,0,
2009-12-30,IBEX,0,0,
2009-12-31,IBEX,0,0,
2010-01-01,IBEX,0,0,
2010-01-04,IBEX,0,0,
2010-01-05,IBEX,0,0,
2010-01-06,IBEX,0,0,
2010-01-07,IBEX,0,0,
2010-01-08,IBEX,0,0,
2010-01-11,IBEX,0,0,
2010-01-12,IBEX,0,0,
2010-01-13,IBEX,0,0,
2010-01-14,IBEX,0,0,
2010-01-15,IBEX,0,0,
2010-01-18,IBEX,0,0,
2010-01-19,IBEX,0,0,
2010-01-20,IBEX,1,0,-0.8363513157156082
2010-01-21,IBEX,1,0,-0.268624038404194
2010-01-22,IBEX,0,0,
2010-01-25,IBEX,0,0,
2010-01-26,IBEX,0,0,
2010-01-27,IBEX,1,0,-0.5904720911046359
2010-01-28,IBEX,0,0,
2010-01-29,IBEX,0,0,
2010-02-01,IBEX,0,0,
2010-02-02,IBEX,0,0,
2010-02-03,IBEX,1,0,-0.0003442591033073761
2010-02-04,IBEX,1,1,-3.7354018910838604
2010-02-05,IBEX,0,0,
2010-02-08,IBEX,0,0,
2010-02-09,IBEX,0,0,
2010-02-10,IBEX,0,0,
2010-02-11,IBEX,0,0,
2010-02-12,IBEX,0,0,
2010-02-15,IBEX,0,0,
2010-02-16,IBEX,0,0,
2010-02-17,IBEX,0,0,
2010-02-18,IBEX,0,0,
2010-02-19,IBEX,0,0,
2010-02-22,IBEX,0,0,
2010-02-23,IBEX,1,0,-0.10540508044447883
2010-02-24,IBEX,0,0,
2010-02-25,IBEX,0,0,
2010-02-26,IBEX,0,0,
2010-03-01,IBEX,0,0,
2010-03-02,IBEX,0,0,
2010-03-03,IBEX,0,0,
2010-03-04,IBEX,0,0,
2010-03-05,IBEX,0,0,
2010-03-08,IBEX,0,0,
2010-03-09,IBEX,0,0,
2010-03-10,IBEX,0,0,
2010-03-11,IBEX,0,0,
2010-03-12,IBEX,0,0,
2010-03-15,IBEX,0,0,
2010-03-16,IBEX,0,0,
2010-03-17,IBEX,0,0,
2010-03-18,IBEX,0,0,
2010-03-19,IBEX,0,0,
2010-03-22,IBEX,0,0,
2010-03-23,IBEX,0,0,
2010-03-24,IBEX,0,0,
2010-03-25,IBEX,0,0,
2010-03-26,IBEX,0,0,
2010-03-29,IBEX,0,0,
2010-03-30,IBEX,0,0,
2010-03-31,IBEX,0,0,
2010-04-01,IBEX,0,0,
2010-04-02,IBEX,0,0,
2010-04-05,IBEX,0,0,
2010-04-06,IBEX,0,0,
2010-04-07,IBEX,0,0,
2010-04-08,IBEX,0,0,
2010-04-09,IBEX,0,0,
2010-04-12,IBEX,0,0,
2010-04-13,IBEX,0,0,
2010-04-14,IBEX,0,0,
2010-04-15,IBEX,0,0,
2010-04-16,IBEX,1,0,-0.34049968527797136
2010-04-19,IBEX,0,0,
2010-04-20,IBEX,0,0,
2010-04-21,IBEX,1,0,-0.06351289300787011
2010-04-22,IBEX,1,0,-0.015332707653091582
2010-04-23,IBEX,0,0,
2010-04-26,IBEX,0,0,
2010-04-27,IBEX,1,1,-2.0767242044287157
2010-04-28,IBEX,1,0,-0.5551536976052449
2010-04-29,IBEX,0,0,
2010-04-30,IBEX,0,0,
2010-05-03,IBEX,0,0,
2010-05-04,IBEX,1,1,-3.014083684007364
2010-05-05,IBEX,0,0,
2010-05-06,IBEX,1,0,-0.0987687334610472
2010-05-07,IBEX,1,0,-0.38757711892854596
2010-05-10,IBEX,0,0,
2010-05-11,IBEX,0,0,
2010-05-12,IBEX,0,0,
2010-05-13,IBEX,0,0,
2010-05-14,IBEX,1,1,-3.371555736161472
2010-05-17,IBEX,0,0,
2010-05-18,IBEX,0,0,
2010-05-19,IBEX,0,0,
2010-05-20,IBEX,0,0,
2010-05-21,IBEX,0,0,
2010-05-24,IBEX,0,0,
2010-05-25,IBEX,0,0,
2010-05-26,IBEX,0,0,
2010-05-27,IBEX,0,0,
2010-05-28,IBEX,0,0,
2010-05-31,IBEX,0,0,
2010-06-01,IBEX,0,0,
2010-06-02,IBEX,0,0,
2010-06-03,IBEX,0,0,
2010-06-04,IBEX,1,0,-1.145520931878036
2010-06-07,IBEX,0,0,
2010-06-08,IBEX,0,0,
2010-06-09,IBEX,0,0,
2010-06-10,IBEX,0,0,
2010-06-11,IBEX,0,0,
2010-06-14,IBEX,0,0,
2010-06-15,IBEX,0,0,
2010-06-16,IBEX,0,0,
2010-06-17,IBEX,0,0,
2010-06-18,IBEX,0,0,
2010-06-21,IBEX,0,0,
2010-06-22,IBEX,0,0,
2010-06-23,IBEX,0,0,
2010-06-24,IBEX,1,0,-0.44439154978993445
2010-06-25,IBEX,0,0,
2010-06-28,IBEX,0,0,
2010-06-29,IBEX,1,1,-2.947186977420754
2010-06-30,IBEX,0,0,
2010-07-01,IBEX,0,0,
2010-07-02,IBEX,0,0,
2010-07-05,IBEX,0,0,
2010-07-06,IBEX,0,0,
2010-07-07,IBEX,0,0,
2010-07-08,IBEX,0,0,
2010-07-09,IBEX,0,0,
2010-07-12,IBEX,0,0,
2010-07-13,IBEX,0,0,
2010-07-14,IBEX,0,0,
2010-07-15,IBEX,0,0,
2010-07-16,IBEX,0,0,
2010-07-19,IBEX,0,0,
2010-07-20,IBEX,0,0,
2010-07-21,IBEX,0,0,
2010-07-22,IBEX,0,0,
2010-07-23,IBEX,0,0,
2010-07-26,IBEX,0,0,
2010-07-27,IBEX,0,0,
2010-07-28,IBEX,0,0,
2010-07-29,IBEX,0,0,
2010-07-30,IBEX,0,0,
2010-08-02,IBEX,0,0,
2010-08-03,IBEX,0,0,
2010-08-04,IBEX,0,0,
2010-08-05,IBEX,0,0,
2010-08-06,IBEX,0,0,
2010-08-09,IBEX,0,0,
2010-08-10,IBEX,0,0,
2010-08-11,IBEX,1,0,-0.9583334986547127
2010-08-12,IBEX,0,0,
2010-08-13,IBEX,0,0,
2010-08-16,IBEX,0,0,
2010-08-17,IBEX,0,0,
2010-08-18,IBEX,0,0,
2010-08-19,IBEX,0,0,
2010-08-20,IBEX,0,0,
2010-08-23,IBEX,0,0,
2010-08-24,IBEX,0,0,
2010-08-25,IBEX,0,0,
2010-08-26,IBEX,0,0,
2010-08-27,IBEX,0,0,
2010-08-30,IBEX,0,0,
2010-08-31,IBEX,0,0,
2010-09-01,IBEX,0,0,
2010-09-02,IBEX,0,0,
2010-09-03,IBEX,0,0,
2010-09-06,IBEX,0,0,
2010-09-07,IBEX,0,0,
2010-09-08,IBEX,0,0,
2010-09-09,IBEX,0,0,
2010-09-10,IBEX,0,0,
2010-09-13,IBEX,0,0,
2010-09-14,IBEX,0,0,
2010-09-15,IBEX,0,0,
2010-09-16,IBEX,0,0,
2010-09-17,IBEX,0,0,
2010-09-20,IBEX,0,0,
2010-09-21,IBEX,0,0,
2010-09-22,IBEX,0,0,
2010-09-23,IBEX,0,0,
2010-09-24,IBEX,0,0,
2010-09-27,IBEX,0,0,
2010-09-28,IBEX,0,0,
2010-09-29,IBEX,0,0,
2010-09-30,IBEX,0,0,
2010-10-01,IBEX,0,0,
2010-10-04,IBEX,0,0,
2010-10-05,IBEX,0,0,
2010-10-06,IBEX,0,0,
2010-10-07,IBEX,0,0,
2010-10-08,IBEX,0,0,
2010-10-11,IBEX,0,0,
2010-10-12,IBEX,0,0,
2010-10-13,IBEX,0,0,
2010-10-14,IBEX,0,0,
2010-10-15,IBEX,0,0,
2010-10-18,IBEX,0,0,
2010-10-19,IBEX,0,0,
2010-10-20,IBEX,0,0,
2010-10-21,IBEX,0,0,
2010-10-22,IBEX,0,0,
2010-10-25,IBEX,0,0,
2010-10-26,IBEX,0,0,
2010-10-27,IBEX,0,0,
2010-10-28,IBEX,0,0,
2010-10-29,IBEX,0,0,
2010-11-01,IBEX,0,0,
2010-11-02,IBEX,0,0,
2010-11-03,IBEX,0,0,
2010-11-04,IBEX,0,0,
2010-11-05,IBEX,0,0,
2010-11-08,IBEX,0,0,
2010-11-09,IBEX,0,0,
2010-11-10,IBEX,0,0,
2010-11-11,IBEX,0,0,
2010-11-12,IBEX,0,0,
2010-11-15,IBEX,0,0,
2010-11-16,IBEX,1,0,-0.3415340363899131
2010-11-17,IBEX,0,0,
2010-11-18,IBEX,0,0,
2010-11-19,IBEX,0,0,
2010-11-22,IBEX,1,0,-0.48572785237069116
2010-11-23,IBEX,1,0,-0.723834302488966
2010-11-24,IBEX,0,0,
2010-11-25,IBEX,0,0,
2010-11-26,IBEX,0,0,
2010-11-29,IBEX,0,0,
2010-11-30,IBEX,0,0,
2010-12-01,IBEX,0,0,
2010-12-02,IBEX,0,0,
2010-12-03,IBEX,0,0,
2010-12-06,IBEX,0,0,
2010-12-07,IBEX,0,0,
2010-12-08,IBEX,0,0,
2010-12-09,IBEX,0,0,
2010-12-10,IBEX,0,0,
2010-12-13,IBEX,0,0,
2010-12-14,IBEX,0,0,
2010-12-15,IBEX,0,0,
2010-12-16,IBEX,0,0,
2010-12-17,IBEX,0,0,
2010-12-20,IBEX,0,0,
2010-12-21,IBEX,0,0,
2010-12-22,IBEX,0,0,
2010-12-23,IBEX,0,0,
2010-12-24,IBEX,0,0,
2010-12-27,IBEX,0,0,
2010-12-28,IBEX,0,0,
2010-12-29,IBEX,0,0,
2010-12-30,IBEX,0,0,
2010-12-31,IBEX,0,0,
2011-01-03,IBEX,0,0,
2011-01-04,IBEX,0,0,
2011-01-05,IBEX,0,0,
2011-01-06,IBEX,0,0,
2011-01-07,IBEX,0,0,
2011-01-10,IBEX,0,0,
2011-01-11,IBEX,0,0,
2011-01-12,IBEX,0,0,
2011-01-13,IBEX,0,0,
2011-01-14,IBEX,0,0,
2011-01-17,IBEX,0,0,
2011-01-18,IBEX,0,0,
2011-01-19,IBEX,0,0,
2011-01-20,IBEX,0,0,
2011-01-21,IBEX,0,0,
2011-01-24,IBEX,0,0,
2011-01-25,IBEX,0,0,
2011-01-26,IBEX,0,0,
2011-01-27,IBEX,0,0,
2011-01-28,IBEX,0,0,
2011-01-31,IBEX,0,0,
2011-02-01,IBEX,0,0,
2011-02-02,IBEX,0,0,
2011-02-03,IBEX,0,0,
2011-02-04,IBEX,0,0,
2011-02-07,IBEX,0,0,
2011-02-08,IBEX,0,0,
2011-02-09,IBEX,0,0,
2011-02-10,IBEX,0,0,
2011-02-11,IBEX,0,0,
2011-02-14,IBEX,0,0,
2011-02-15,IBEX,0,0,
2011-02-16,IBEX,0,0,
2011-02-17,IBEX,0,0,
2011-02-18,IBEX,0,0,
2011-02-21,IBEX,1,0,-0.36576152608134094
2011-02-22,IBEX,0,0,
2011-02-23,IBEX,0,0,
2011-02-24,IBEX,0,0,
2011-02-25,IBEX,0,0,
2011-02-28,IBEX,0,0,
2011-03-01,IBEX,0,0,
2011-03-02,IBEX,0,0,
2011-03-03,IBEX,0,0,
2011-03-04,IBEX,0,0,
2011-03-07,IBEX,0,0,
2011-03-08,IBEX,0,0,
2011-03-09,IBEX,0,0,
2011-03-10,IBEX,0,0,
2011-03-11,IBEX,0,0,
2011-03-14,IBEX,0,0,
2011-03-15,IBEX,0,0,
2011-03-16,IBEX,1,0,-0.4318386268864598
2011-03-17,IBEX,0,0,
2011-03-18,IBEX,0,0,
2011-03-21,IBEX,0,0,
2011-03-22,IBEX,0,0,
2011-03-23,IBEX,0,0,
2011-03-24,IBEX,0,0,
2011-03-25,IBEX,0,0,
2011-03-28,IBEX,0,0,
2011-03-29,IBEX,0,0,
2011-03-30,IBEX,0,0,
2011-03-31,IBEX,0,0,
2011-04-01,IBEX,0,0,
2011-04-04,IBEX,0,0,
2011-04-05,IBEX,0,0,
2011-04-06,IBEX,0,0,
2011-04-07,IBEX,0,0,
2011-04-08,IBEX,0,0,
2011-04-11,IBEX,0,0,
2011-04-12,IBEX,0,0,
2011-04-13,IBEX,0,0,
2011-04-14,IBEX,0,0,
2011-04-15,IBEX,0,0,
2011-04-18,IBEX,1,0,-0.10260070892250095
2011-04-19,IBEX,0,0,
2011-04-20,IBEX,0,0,
2011-04-21,IBEX,0,0,
2011-04-22,IBEX,0,0,
2011-04-25,IBEX,0,0,
2011-04-26,IBEX,0,0,
2011-04-27,IBEX,0,0,
2011-04-28,IBEX,0,0,
2011-04-29,IBEX,0,0,
2011-05-02,IBEX,0,0,
2011-05-03,IBEX,0,0,
2011-05-04,IBEX,0,0,
2011-05-05,IBEX,0,0,
2011-05-06,IBEX,0,0,
2011-05-09,IBEX,1,0,-0.2207773217782263
2011-05-10,IBEX,0,0,
2011-05-11,IBEX,0,0,
2011-05-12,IBEX,0,0,
2011-05-13,IBEX,0,0,
2011-05-16,IBEX,0,0,
2011-05-17,IBEX,0,0,
2011-05-18,IBEX,0,0,
2011-05-19,IBEX,0,0,
2011-05-20,IBEX,0,0,
2011-05-23,IBEX,0,0,
2011-05-24,IBEX,0,0,
2011-05-25,IBEX,0,0,
2011-05-26,IBEX,0,0,
2011-05-27,IBEX,0,0,
2011-05-30,IBEX,0,0,
2011-05-31,IBEX,0,0,
2011-06-01,IBEX,0,0,
2011-06-02,IBEX,0,0,
2011-06-03,IBEX,0,0,
2011-06-06,IBEX,0,0,
2011-06-07,IBEX,0,0,
2011-06-08,IBEX,0,0,
2011-06-09,IBEX,0,0,
2011-06-10,IBEX,0,0,
2011-06-13,IBEX,0,0,
2011-06-14,IBEX,0,0,
2011-06-15,IBEX,0,0,
2011-06-16,IBEX,0,0,
2011-06-17,IBEX,0,0,
2011-06-20,IBEX,0,0,
2011-06-21,IBEX,0,0,
2011-06-22,IBEX,0,0,
2011-06-23,IBEX,1,0,-0.631784158845603
2011-06-24,IBEX,0,0,
2011-06-27,IBEX,0,0,
2011-06-28,IBEX,0,0,
2011-06-29,IBEX,0,0,
2011-06-30,IBEX,0,0,
2011-07-01,IBEX,0,0,
2011-07-04,IBEX,0,0,
2011-07-05,IBEX,0,0,
2011-07-06,IBEX,0,0,
2011-07-07,IBEX,0,0,
2011-07-08,IBEX,1,0,-0.29851812941119293
2011-07-11,IBEX,1,0,-0.3436279271225038
2011-07-12,IBEX,0,0,
2011-07-13,IBEX,0,0,
2011-07-14,IBEX,0,0,
2011-07-15,IBEX,0,0,
2011-07-18,IBEX,0,0,
2011-07-19,IBEX,0,0,
2011-07-20,IBEX,0,0,
2011-07-21,IBEX,0,0,
2011-07-22,IBEX,0,0,
2011-07-25,IBEX,0,0,
2011-07-26,IBEX,0,0,
2011-07-27,IBEX,0,0,
2011-07-28,IBEX,0,0,
2011-07-29,IBEX,0,0,
2011-08-01,IBEX,1,0,-0.9320278395162584
2011-08-02,IBEX,0,0,
2011-08-03,IBEX,0,0,
2011-08-04,IBEX,1,0,-1.4164237882437876
2011-08-05,IBEX,0,0,
2011-08-08,IBEX,0,0,
2011-08-09,IBEX,0,0,
2011-08-10,IBEX,1,1,-3.031103173351381
2011-08-11,IBEX,0,0,
2011-08-12,IBEX,0,0,
2011-08-15,IBEX,0,0,
2011-08-16,IBEX,0,0,
2011-08-17,IBEX,0,0,
2011-08-18,IBEX,1,1,-1.9607437530679448
2011-08-19,IBEX,0,0,
2011-08-22,IBEX,0,0,
2011-08-23,IBEX,0,0,
2011-08-24,IBEX,0,0,
2011-08-25,IBEX,0,0,
2011-08-26,IBEX,0,0,
2011-08-29,IBEX,0,0,
2011-08-30,IBEX,0,0,
2011-08-31,IBEX,0,0,
2011-09-01,IBEX,0,0,
2011-09-02,IBEX,1,0,-0.7335947428585237
2011-09-05,IBEX,1,1,-1.963142603897884
2011-09-06,IBEX,0,0,
2011-09-07,IBEX,0,0,
2011-09-08,IBEX,0,0,
2011-09-09,IBEX,1,0,-1.560225577264256
2011-09-12,IBEX,1,0,-0.334784763212705
2011-09-13,IBEX,0,0,
2011-09-14,IBEX,0,0,
2011-09-15,IBEX,0,0,
2011-09-16,IBEX,0,0,
2011-09-19,IBEX,0,0,
2011-09-20,IBEX,0,0,
2011-09-21,IBEX,0,0,
2011-09-22,IBEX,1,0,-1.6810890539614753
2011-09-23,IBEX,0,0,
2011-09-26,IBEX,0,0,
2011-09-27,IBEX,0,0,
2011-09-28,IBEX,0,0,
2011-09-29,IBEX,0,0,
2011-09-30,IBEX,0,0,
2011-10-03,IBEX,0,0,
2011-10-04,IBEX,0,0,
2011-10-05,IBEX,0,0,
2011-10-06,IBEX,0,0,
2011-10-07,IBEX,0,0,
2011-10-10,IBEX,0,0,
2011-10-11,IBEX,0,0,
2011-10-12,IBEX,0,0,
2011-10-13,IBEX,0,0,
2011-10-14,IBEX,0,0,
2011-10-17,IBEX,0,0,
2011-10-18,IBEX,0,0,
2011-10-19,IBEX,0,0,
2011-10-20,IBEX,1,0,-0.2564333763175184
2011-10-21,IBEX,0,0,
2011-10-24,IBEX,0,0,
2011-10-25,IBEX,0,0,
2011-10-26,IBEX,0,0,
2011-10-27,IBEX,0,0,
2011-10-28,IBEX,0,0,
2011-10-31,IBEX,1,0,-0.25993482366184795
2011-11-01,IBEX,1,0,-1.4880451573610833
2011-11-02,IBEX,0,0,
2011-11-03,IBEX,0,0,
2011-11-04,IBEX,0,0,
2011-11-07,IBEX,0,0,
2011-11-08,IBEX,0,0,
2011-11-09,IBEX,0,0,
2011-11-10,IBEX,0,0,
2011-11-11,IBEX,0,0,
2011-11-14,IBEX,0,0,
2011-11-15,IBEX,0,0,
2011-11-16,IBEX,0,0,
2011-11-17,IBEX,0,0,
2011-11-18,IBEX,0,0,
2011-11-21,IBEX,1,0,-1.0144008765874872
2011-11-22,IBEX,0,0,
2011-11-23,IBEX,0,0,
2011-11-24,IBEX,0,0,
2011-11-25,IBEX,0,0,
2011-11-28,IBEX,0,0,
2011-11-29,IBEX,0,0,
2011-11-30,IBEX,0,0,
2011-12-01,IBEX,0,0,
2011-12-02,IBEX,0,0,
2011-12-05,IBEX,0,0,
2011-12-06,IBEX,0,0,
2011-12-07,IBEX,0,0,
2011-12-08,IBEX,0,0,
2011-12-09,IBEX,0,0,
2011-12-12,IBEX,1,0,-0.5192011983772846
2011-12-13,IBEX,0,0,
2011-12-14,IBEX,0,0,
2011-12-15,IBEX,0,0,
2011-12-16,IBEX,0,0,
2011-12-19,IBEX,0,0,
2011-12-20,IBEX,0,0,
2011-12-21,IBEX,0,0,
2011-12-22,IBEX,0,0,
2011-12-23,IBEX,0,0,
2011-12-26,IBEX,0,0,
2011-12-27,IBEX,0,0,
2011-12-28,IBEX,0,0,
2011-12-29,IBEX,0,0,
2011-12-30,IBEX,0,0,
2012-01-02,IBEX,0,0,
2012-01-03,IBEX,0,0,
2012-01-04,IBEX,0,0,
2012-01-05,IBEX,1,0,-0.6057821106469365
2012-01-06,IBEX,0,0,
2012-01-09,IBEX,0,0,
2012-01-10,IBEX,0,0,
2012-01-11,IBEX,0,0,
2012-01-12,IBEX,0,0,
2012-01-13,IBEX,0,0,
2012-01-16,IBEX,0,0,
2012-01-17,IBEX,0,0,
2012-01-18,IBEX,0,0,
2012-01-19,IBEX,0,0,
2012-01-20,IBEX,0,0,
2012-01-23,IBEX,0,0,
2012-01-24,IBEX,0,0,
2012-01-25,IBEX,0,0,
2012-01-26,IBEX,0,0,
2012-01-27,IBEX,0,0,
2012-01-30,IBEX,0,0,
2012-01-31,IBEX,0,0,
2012-02-01,IBEX,0,0,
2012-02-02,IBEX,0,0,
2012-02-03,IBEX,0,0,
2012-02-06,IBEX,0,0,
2012-02-07,IBEX,0,0,
2012-02-08,IBEX,0,0,
2012-02-09,IBEX,0,0,
2012-02-10,IBEX,0,0,
2012-02-13,IBEX,0,0,
2012-02-14,IBEX,0,0,
2012-02-15,IBEX,0,0,
2012-02-16,IBEX,1,0,-0.2343698884977734
2012-02-17,IBEX,0,0,
2012-02-20,IBEX,0,0,
2012-02-21,IBEX,0,0,
2012-02-22,IBEX,0,0,
2012-02-23,IBEX,0,0,
2012-02-24,IBEX,0,0,
2012-02-27,IBEX,0,0,
2012-02-28,IBEX,0,0,
2012-02-29,IBEX,0,0,
2012-03-01,IBEX,0,0,
2012-03-02,IBEX,0,0,
2012-03-05,IBEX,0,0,
2012-03-06,IBEX,1,1,-1.4678929936026806
2012-03-07,IBEX,0,0,
2012-03-08,IBEX,0,0,
2012-03-09,IBEX,0,0,
2012-03-12,IBEX,0,0,
2012-03-13,IBEX,0,0,
2012-03-14,IBEX,0,0,
2012-03-15,IBEX,0,0,
2012-03-16,IBEX,0,0,
2012-03-19,IBEX,0,0,
2012-03-20,IBEX,0,0,
2012-03-21,IBEX,0,0,
2012-03-22,IBEX,0,0,
2012-03-23,IBEX,0,0,
2012-03-26,IBEX,0,0,
2012-03-27,IBEX,0,0,
2012-03-28,IBEX,0,0,
2012-03-29,IBEX,0,0,
2012-03-30,IBEX,0,0,
2012-04-02,IBEX,0,0,
2012-04-03,IBEX,1,0,-0.5670633591480021
2012-04-04,IBEX,0,0,
2012-04-05,IBEX,0,0,
2012-04-06,IBEX,0,0,
2012-04-09,IBEX,0,0,
2012-04-10,IBEX,1,0,-0.8461665231544977
2012-04-11,IBEX,0,0,
2012-04-12,IBEX,0,0,
2012-04-13,IBEX,1,0,-1.293970879637122
2012-04-16,IBEX,0,0,
2012-04-17,IBEX,0,0,
2012-04-18,IBEX,1,1,-1.5219706837037488
2012-04-19,IBEX,0,0,
2012-04-20,IBEX,0,0,
2012-04-23,IBEX,1,0,-0.004609335735096476
2012-04-24,IBEX,0,0,
2012-04-25,IBEX,0,0,
2012-04-26,IBEX,0,0,
2012-04-27,IBEX,0,0,
2012-04-30,IBEX,0,0,
2012-05-01,IBEX,0,0,
2012-05-02,IBEX,0,0,
2012-05-03,IBEX,0,0,
2012-05-04,IBEX,0,0,
2012-05-07,IBEX,0,0,
2012-05-08,IBEX,0,0,
2012-05-09,IBEX,1,0,-0.2095221410390371
2012-05-10,IBEX,0,0,
2012-05-11,IBEX,0,0,
2012-05-14,IBEX,0,0,
2012-05-15,IBEX,0,0,
2012-05-16,IBEX,0,0,
