Date,Index,Return,VaR95,VaR99,Breach95,Breach99
2001-04-09,IBEX,0.0133215049490433,-2.5627771331404565,-4.0220108413649225,0,0
2001-04-10,IBEX,0.0155655332057403,-2.5436741778029144,-3.992030749660438,0,0
2001-04-11,IBEX,0.0012594492746374,-2.5413732491994536,-3.9884196827172174,0,0
2001-04-12,IBEX,0.0036235301676669,-2.444494873437875,-3.8363791979758,0,0
2001-04-17,IBEX,-0.0127561591090426,-2.369130144396201,-3.718102133090842,0,0
2001-04-18,IBEX,0.0280804902006207,-2.372884013407372,-3.723993438138305,0,0
2001-04-19,IBEX,2.043249206852316e-05,-2.480351677896789,-3.892652704714067,0,0
2001-04-20,IBEX,-0.0258989692494157,-2.3868757277825723,-3.7459519713945215,0,0
2001-04-23,IBEX,-0.0295606760996288,-2.4854833388428896,-3.900706310192485,0,0
2001-04-24,IBEX,0.0159996724352742,-2.596752109727078,-4.075331015951879,0,0
2001-04-25,IBEX,-0.0072991931035791,-2.5922566898759047,-4.068275924370135,0,0
2001-04-26,IBEX,0.0183853239105733,-2.5395158036525904,-3.9855046160771566,0,0
2001-04-27,IBEX,0.011556287138464,-2.5567444955722656,-4.012543247250893,0,0
2001-04-30,IBEX,0.0130341221666833,-2.526434131228994,-3.964974298543686,0,0
2001-05-02,IBEX,-0.0131482600954997,-2.508645804416463,-3.9370573789003185,0,0
2001-05-03,IBEX,-0.0142495830008823,-2.501899943792032,-3.926470455747719,0,0
2001-05-04,IBEX,0.0047794507696379,-2.5033406000270286,-3.9287314151268653,0,0
2001-05-07,IBEX,0.0048610057636871,-2.431965487823143,-3.816715636862181,0,0
2001-05-08,IBEX,0.0071491091517813,-2.3658770506218523,-3.7129967424350516,0,0
2001-05-09,IBEX,-0.0003831961120476,-2.320434716832254,-3.6416797493203523,0,0
2001-05-10,IBEX,0.0130894679465132,-2.238793369892608,-3.513552188695323,0,0
2001-05-11,IBEX,-0.0099661872188321,-2.2481682176097277,-3.5282650323003364,0,0
2001-05-14,IBEX,-0.0085344187167162,-2.2424828648225223,-3.519342465350825,0,0
2001-05-15,IBEX,0.0067877956298683,-2.2263967203151283,-3.494096942918205,0,0
2001-05-16,IBEX,-0.0082573508707727,-2.188664487943863,-3.434880148096814,0,0
2001-05-17,IBEX,0.007626217929855,-2.1750385592364228,-3.4134956772131395,0,0
2001-05-18,IBEX,0.0069005742305965,-2.1476818358974445,-3.3705621593388173,0,0
2001-05-21,IBEX,-0.0051735343943639,-2.1167509312514246,-3.3220193374871685,0,0
2001-05-22,IBEX,-0.0053146552756171,-2.0845493382843716,-3.271482303131786,0,0
2001-05-23,IBEX,0.0005918351666444,-2.0559113501847635,-3.2265379741372637,0,0
2001-05-24,IBEX,-0.0017039436055074,-1.9813212694679203,-3.1094766388295767,0,0
2001-05-25,IBEX,-0.0154892328228481,-1.9298806924410872,-3.028746029908285,0,0
2001-05-29,IBEX,0.0019835647134523,-2.0051166391043522,-3.1468209843110486,0,0
2001-05-30,IBEX,-0.0049981191519102,-1.943948224963583,-3.050823551821944,0,0
2001-05-31,IBEX,0.0064200790193328,-1.9233922127335021,-3.018563039202455,0,0
2001-06-01,IBEX,-0.0107196127279447,-1.905744170013867,-2.9908662807799766,0,0
2001-06-04,IBEX,0.017098737124803,-1.9399374097015956,-3.044528996490612,0,0
2001-06-05,IBEX,0.0042059463224487,-2.016946062830374,-3.1653860284024398,0,0
2001-06-06,IBEX,-0.0074323804263313,-1.9735336970877602,-3.097254857959175,0,0
2001-06-07,IBEX,-0.0014595518935391,-1.9717608929516064,-3.09447262716625,0,0
2001-06-08,IBEX,0.009464578186089,-1.9188351946213305,-3.011411275588508,0,0
2001-06-11,IBEX,-5.2045166677768295e-05,-1.928744231944775,-3.0269624739455594,0,0
2001-06-12,IBEX,-0.0170915590270044,-1.8662509900172088,-2.9288858627200227,0,0
2001-06-13,IBEX,0.0082778086717432,-1.965548338661819,-3.084722672563107,0,0
2001-06-14,IBEX,-0.0048318634101112,-1.9607499561565787,-3.0771921127623636,0,0
2001-06-15,IBEX,-0.0120278018006262,-1.93746230430863,-3.0406445772817405,0,0
2001-06-18,IBEX,-0.0374974819902807,-1.9800863555373014,-3.1075385704923524,0,0
2001-06-19,IBEX,0.0032325117291144,-2.2561698531662064,-3.540822762951449,0,0
2001-06-20,IBEX,-0.0029221152359756,-2.1897943227994148,-3.436653305808899,0,0
2001-06-21,IBEX,-0.0112137462017455,-2.134879387223221,-3.35047005429469,0,0
2001-06-22,IBEX,0.0004818765853348,-2.1497068414778595,-3.373740193937664,0,0
2001-06-25,IBEX,0.0043712468266968,-2.0710520002835144,-3.25029964192141,0,0
2001-06-26,IBEX,-0.0193281659482368,-2.0253847549465256,-3.178629673641505,0,0
2001-06-27,IBEX,-0.0005802621385575,-2.122210571210714,-3.3305876717454432,0,0
2001-06-28,IBEX,0.0077423629647167,-2.0533137724313013,-3.222461347359768,0,0
2001-06-29,IBEX,0.0025374594298343,-2.0366150127847673,-3.1962543894986273,0,0
2001-07-02,IBEX,0.0217146299307946,-1.978177679228663,-3.104543102526477,0,0
2001-07-03,IBEX,-0.0063462908110135,-2.0921187957193483,-3.2833617753937454,0,0
2001-07-05,IBEX,-0.0256481615143321,-2.0712753932648797,-3.250650233855963,0,0
2001-07-06,IBEX,-0.0330519121561633,-2.2169791467178186,-3.4793170455100695,0,0
2001-07-09,IBEX,0.0028540877057618,-2.4001630504598968,-3.7668050355060405,0,0
2001-07-10,IBEX,-0.0071920233555717,-2.322256456968374,-3.6445387800502878,0,0
2001-07-11,IBEX,-0.023789041204727,-2.2896313934107786,-3.5933371528654563,0,0
2001-07-12,IBEX,-0.0120977852392965,-2.3858705775037734,-3.744374493093248,0,0
2001-07-13,IBEX,0.0166603545725146,-2.3832737287150962,-3.740299010349789,0,0
2001-07-16,IBEX,-0.0009398542270671,-2.4047255667027403,-3.773965427861397,0,0
2001-07-17,IBEX,0.0091909683772649,-2.3221133237646394,-3.6443141474477345,0,0
2001-07-18,IBEX,-0.0196114011662065,-2.2948016981192136,-3.6014514056896973,0,0
2001-07-19,IBEX,0.0173993921803452,-2.3579604147080584,-3.700572409838717,0,0
2001-07-20,IBEX,-0.0060151144416889,-2.3875255235924393,-3.7469717579995145,0,0
2001-07-23,IBEX,0.0089673753300404,-2.3414610806706495,-3.67467842962654,0,0
2001-07-24,IBEX,-0.0006089276818116,-2.3109583303744836,-3.6268075512750184,0,0
2001-07-25,IBEX,-0.0266604460923518,-2.23147528563468,-3.502067220360469,0,0
2001-07-26,IBEX,0.0094601813347367,-2.359330547398065,-3.702722689885333,0,0
2001-07-27,IBEX,-0.0017023368607596,-2.3309372044969536,-3.658162305958806,0,0
2001-07-30,IBEX,0.0241552839540185,-2.2580957316932246,-3.5438452280010444,0,0
2001-07-31,IBEX,0.0073500200741144,-2.3516419788063403,-3.69065628511271,0,0
2001-08-01,IBEX,0.0090742565719176,-2.3086955684750325,-3.6232563829844433,0,0
2001-08-02,IBEX,0.0059886516227373,-2.281619641455879,-3.5807635455844182,0,0
2001-08-03,IBEX,-0.0051242200512659,-2.2338912617321167,-3.5058588423203774,0,0
2001-08-06,IBEX,0.0083135746684925,-2.1926492050682262,-3.441133745129001,0,0
2001-08-07,IBEX,-0.0079633606832582,-2.1692338291746305,-3.404385760108832,0,0
2001-08-08,IBEX,-0.0151118164142521,-2.154959832220285,-3.3819842138496625,0,0
2001-08-09,IBEX,-0.0175963644434512,-2.199287945217495,-3.451552553892385,0,0
2001-08-10,IBEX,-0.0107912650530044,-2.2584271106194804,-3.5443652925890907,0,0
2001-08-13,IBEX,0.0162874986744516,-2.258081933165753,-3.5438235726544414,0,0
2001-08-14,IBEX,0.0133790329932096,-2.2901209038862853,-3.594105388391671,0,0
2001-08-16,IBEX,-0.0151556585258694,-2.2967107417242336,-3.6044474500888524,0,0
2001-08-17,IBEX,-0.0148645128601936,-2.325642119502237,-3.6498522235176534,0,0
2001-08-20,IBEX,-0.0011957399626187,-2.34930200893776,-3.6869839469845935,0,0
2001-08-21,IBEX,0.0006956681219655,-2.271754796546537,-3.565281702602177,0,0
2001-08-22,IBEX,0.0132837228333898,-2.1858800658379947,-3.4305102886377465,0,0
2001-08-23,IBEX,0.0114565055266448,-2.2020061550023593,-3.4558185000343467,0,0
