iteration,train_start,train_end,test_end,model,index,mae,rmse,mae_roll,rmse_roll,high_error_regime
63,2014-12-24,2024-08-20,2024-11-15,EGARCH,IBEX,0.0086550853929079,0.0111480533240284,0.009317293626301178,0.011620826450673596,0
64,2015-03-23,2024-11-15,2025-02-12,EGARCH,IBEX,0.008798996894568,0.0104991492673373,0.009357281721139202,0.011615517573452248,0
65,2015-06-18,2025-02-12,2025-05-12,EGARCH,IBEX,0.0126663451714393,0.019055901669549,0.010428568137269901,0.013752639625446497,0
66,2015-09-15,2025-05-12,2025-08-07,EGARCH,IBEX,0.0089264376918743,0.0112132050114257,0.009761716287697376,0.012979077318085099,0
1,2000-01-04,2009-08-31,2009-11-26,EGARCH,SPX,0.0103057030319476,0.0131542584242885,0.0103057030319476,0.0131542584242885,0
2,2000-03-31,2009-11-26,2010-02-23,EGARCH,SPX,0.0105303692493242,0.0134639083435182,0.0104180361406359,0.01330908338390335,0
3,2000-06-28,2010-02-23,2010-05-21,EGARCH,SPX,0.0103988822046337,0.0155422554363326,0.010411651495301833,0.014053474068046433,0
4,2000-09-25,2010-05-21,2010-08-18,EGARCH,SPX,0.0172145738910834,0.0203162140044424,0.012112382094247224,0.015619159052145426,1
5,2000-12-21,2010-08-18,2010-11-15,EGARCH,SPX,0.0096798667856074,0.0118905031573483,0.011955923032662174,0.015303220235410375,1
6,2001-03-20,2010-11-15,2011-02-10,EGARCH,SPX,0.0062436147050745,0.008034660152086,0.01088423439659975,0.013945908187552326,0
7,2001-06-15,2011-02-10,2011-05-10,EGARCH,SPX,0.0082974285642686,0.0107991522323009,0.010358870986508475,0.012760132386544401,0
8,2001-09-12,2011-05-10,2011-08-05,EGARCH,SPX,0.01281569582225,0.0164901911140244,0.009259151469300125,0.0118036266639399,0
9,2001-12-10,2011-08-05,2011-11-02,EGARCH,SPX,0.0231084934821935,0.0297845129521613,0.01261630814344665,0.01627712911264315,1
10,2002-03-07,2011-11-02,2012-01-30,EGARCH,SPX,0.0147889493744969,0.018471042513778,0.01475264181080225,0.01888622470306615,1
11,2002-06-04,2012-01-30,2012-04-26,EGARCH,SPX,0.0072590816535795,0.0090608971170631,0.014493055083129975,0.0184516609242567,1
12,2002-08-30,2012-04-26,2012-07-24,EGARCH,SPX,0.0124479905154042,0.0147154064058726,0.014401128756418524,0.01800796474721875,1
13,2002-11-27,2012-07-24,2012-10-19,EGARCH,SPX,0.0076443799894511,0.008877864912528,0.010535100383232925,0.012781302737310424,0
14,2003-02-24,2012-10-19,2013-01-16,EGARCH,SPX,0.0096670258059927,0.0113766536032416,0.009254619491106874,0.011007705509676325,0
15,2003-05-22,2013-01-16,2013-04-15,EGARCH,SPX,0.0060671720409499,0.0082494083369388,0.008956642087949475,0.010804833314645249,0
16,2003-08-19,2013-04-15,2013-07-11,EGARCH,SPX,0.0085497353987922,0.0112922386473016,0.007982078308796475,0.0099490413750025,0
17,2003-11-14,2013-07-11,2013-10-08,EGARCH,SPX,0.0078243711262656,0.0093621429419404,0.0080270760930001,0.0100701108823556,0
18,2004-02-11,2013-10-08,2014-01-03,EGARCH,SPX,0.0060717078522889,0.0073934726823811,0.00712824660457415,0.009074315652140475,0
19,2004-05-10,2014-01-03,2014-04-02,EGARCH,SPX,0.0078196533852607,0.0102198747425211,0.0075663669406518495,0.00956693225353605,0
20,2004-08-05,2014-04-02,2014-06-30,EGARCH,SPX,0.0067084533725507,0.0087374588735018,0.007106046434091475,0.0089282373100861,0
21,2004-11-02,2014-06-30,2014-09-25,EGARCH,SPX,0.0065313627305503,0.00844321098951,0.006782794335162649,0.0086985043219785,0
22,2005-01-28,2014-09-25,2014-12-23,EGARCH,SPX,0.0089917693623501,0.0118686330952186,0.00751280971267795,0.009817294425187875,0
23,2005-04-27,2014-12-23,2015-03-20,EGARCH,SPX,0.0098927814851117,0.0122504148760602,0.0080310917376407,0.01032492945857265,0
24,2005-07-25,2015-03-20,2015-06-17,EGARCH,SPX,0.0088752072481174,0.0102765252438201,0.008572780206532375,0.010709696051152224,0
25,2005-10-20,2015-06-17,2015-09-14,EGARCH,SPX,0.0139166948037373,0.0183618940245086,0.010419113224829125,0.013189366809901874,0
26,2006-01-17,2015-09-14,2015-12-10,EGARCH,SPX,0.0112467107032754,0.0134592477829058,0.01098284856006045,0.013587020481823676,0
27,2006-04-14,2015-12-10,2016-03-08,EGARCH,SPX,0.0158925629216969,0.0193483923631797,0.012482793919206748,0.015361514853603549,1
28,2006-07-12,2016-03-08,2016-06-03,EGARCH,SPX,0.0072211645294005,0.0086452299622705,0.012069283239527525,0.01495369103321615,0
29,2006-10-09,2016-06-03,2016-08-31,EGARCH,SPX,0.0077936133387377,0.0103262648477682,0.010538512873277624,0.01294478373903105,0
30,2007-01-04,2016-08-31,2016-11-28,EGARCH,SPX,0.0087829883736959,0.0105990680292964,0.00992258229088275,0.0122297388006287,0
31,2007-04-03,2016-11-28,2017-02-23,EGARCH,SPX,0.0046616374330654,0.0055566398586473,0.0071148509187248755,0.0087818006744956,0
32,2007-06-29,2017-02-23,2017-05-23,EGARCH,SPX,0.0057837107777072,0.0068794788862132,0.00675548748080155,0.008340362905481275,0
33,2007-09-26,2017-05-23,2017-08-18,EGARCH,SPX,0.0054940211624904,0.0067472007903144,0.006180589436739725,0.007445596891117826,0
34,2007-12-24,2017-08-18,2017-11-15,EGARCH,SPX,0.0040904246885208,0.0048983912598061,0.005007448515445949,0.00602042769874525,0
35,2008-03-20,2017-11-15,2018-02-12,EGARCH,SPX,0.0066510833135329,0.0118331348965603,0.005504809985562824,0.0075895514582235,0
36,2008-06-17,2018-02-12,2018-05-10,EGARCH,SPX,0.0136545568872094,0.0166232640953728,0.007472521512938375,0.0100254977605134,0
37,2008-09-12,2018-05-10,2018-08-07,EGARCH,SPX,0.0065598913106255,0.0079432127298447,0.00773898904997215,0.010324500745395974,0
38,2008-12-10,2018-08-07,2018-11-02,EGARCH,SPX,0.0097256413771909,0.0139886592290891,0.009147793222139676,0.012597067737716725,0
39,2009-03-09,2018-11-02,2019-01-30,EGARCH,SPX,0.0165259250378552,0.0201853901531608,0.011616503653220249,0.01468513155186685,0
40,2009-06-04,2019-01-30,2019-04-29,EGARCH,SPX,0.0057910079732073,0.0071424080659832,0.009650616424719725,0.01231491754451945,0
41,2009-09-01,2019-04-29,2019-07-25,EGARCH,SPX,0.0082870022783821,0.0106311748699523,0.010082394166658874,0.01298690807954635,0
42,2009-11-27,2019-07-25,2019-10-22,EGARCH,SPX,0.0106676169488601,0.0143078448439746,0.010317888059576175,0.013066704483267725,0
43,2010-02-24,2019-10-22,2020-01-17,EGARCH,SPX,0.004288468154887,0.0052002611818168,0.007258523838834125,0.009320422240431725,0
44,2010-05-24,2020-01-17,2020-04-15,EGARCH,SPX,0.0319679252009088,0.0484078799655798,0.0138027531457595,0.019636790215330872,1
45,2010-08-19,2020-04-15,2020-07-13,EGARCH,SPX,0.0156851076758808,0.0203447990853686,0.015652279495134175,0.02206519626918495,1
46,2010-11-16,2020-07-13,2020-10-08,EGARCH,SPX,0.0112877401250982,0.0161926831485211,0.0158073102891937,0.022536405845321576,1
47,2011-02-11,2020-10-08,2021-01-05,EGARCH,SPX,0.009582216643118,0.0126127845281936,0.01713074741125145,0.024389536681915777,1
48,2011-05-11,2021-01-05,2021-04-02,EGARCH,SPX,0.0095292446604003,0.0123313059807249,0.011521077276124326,0.01537039318570205,1
49,2011-08-08,2021-04-02,2021-06-30,EGARCH,SPX,0.0071436441861231,0.0091525822268809,0.0093857114036849,0.012572338971080127,0
50,2011-11-03,2021-06-30,2021-09-27,EGARCH,SPX,0.0069201478701232,0.0087546228185311,0.00829381333994115,0.010712823888582626,0
51,2012-01-31,2021-09-27,2021-12-23,EGARCH,SPX,0.008774614945699,0.0122409034282261,0.0080919129155864,0.01061985361359075,0
52,2012-04-27,2021-12-23,2022-03-22,EGARCH,SPX,0.0154611964976524,0.0189473927271612,0.009574900874899425,0.012273875300199825,0
53,2012-07-25,2022-03-22,2022-06-17,EGARCH,SPX,0.0210324445282859,0.0263860375182815,0.013047100960440124,0.016582239123049975,1
54,2012-10-22,2022-06-17,2022-09-14,EGARCH,SPX,0.0144363551607619,0.0177280146510914,0.0149261527830998,0.01882558708119005,1
55,2013-01-17,2022-09-14,2022-12-12,EGARCH,SPX,0.0186845417262508,0.0220154244870086,0.01740363447823775,0.021269217345885674,1
56,2013-04-16,2022-12-12,2023-03-09,EGARCH,SPX,0.0128933333155332,0.0154570991743336,0.01676166868270795,0.020396643957678772,1
57,2013-07-12,2023-03-09,2023-06-06,EGARCH,SPX,0.0094502123144367,0.0114281370152405,0.013866110629245651,0.016657168831918527,1
58,2013-10-09,2023-06-06,2023-09-01,EGARCH,SPX,0.0074477502320492,0.009145930748208,0.012118959397067475,0.014511647856197674,0
59,2014-01-06,2023-09-01,2023-11-29,EGARCH,SPX,0.0099866548328645,0.0122308362782728,0.0099444876737209,0.012065500804013725,0
60,2014-04-03,2023-11-29,2024-02-26,EGARCH,SPX,0.0062099018312589,0.0078115355699076,0.008273629802652326,0.010154109902907226,0
61,2014-07-01,2024-02-26,2024-05-23,EGARCH,SPX,0.0079901856568204,0.0100589097636786,0.00790862313824825,0.00981180309001675,0
62,2014-09-26,2024-05-23,2024-08-20,EGARCH,SPX,0.0083073225892944,0.0120841798234442,0.00812351622755955,0.010546365358825801,0
63,2014-12-24,2024-08-20,2024-11-15,EGARCH,SPX,0.0084689260813583,0.010604608269749,0.007744084039683,0.010139808356694851,0
64,2015-03-23,2024-11-15,2025-02-12,EGARCH,SPX,0.0085828380422221,0.0110692544518265,0.008337318092423801,0.010954238077174576,0
65,2015-06-18,2025-02-12,2025-05-12,EGARCH,SPX,0.0196394343119004,0.0261420873289337,0.011249630256193799,0.014975032468488352,0
66,2015-09-15,2025-05-12,2025-08-07,EGARCH,SPX,0.0065746760605193,0.0083429176534059,0.010816468624000026,0.014039716925978777,0
